mapId,id,label,xPos,yPos,destination,destinationLabel,script,flags
261010103,0,"sp",61,183,999999999,"","",""
261010103,1,"out00",-604,214,261010100,"in03","",""
261020000,0,"sp",-552,130,999999999,"","",""
261020000,1,"sp",-454,135,999999999,"","",""
261020000,2,"sp",110,132,999999999,"","",""
261020000,3,"sp",204,129,999999999,"","",""
261020000,4,"up00",-298,17,261000020,"down00","",""
261020000,5,"west00",-917,129,261020200,"east00","",""
261020000,6,"down00",-85,157,261020400,"up00","",""
261020000,7,"east00",541,129,261020600,"west00","",""
261020100,0,"sp",280,114,999999999,"","",""
261020100,1,"sp",591,146,999999999,"","",""
261020100,2,"sp",624,167,999999999,"","",""
261020100,3,"sp",190,118,999999999,"","",""
261020100,4,"down00",406,178,261020200,"up00","",""
261020200,0,"sp",76,-105,999999999,"","",""
261020200,1,"sp",-718,-106,999999999,"","",""
261020200,2,"secret00",-970,197,999999999,"","secretDoor",""
261020200,3,"east00",890,199,261020000,"west00","",""
261020200,4,"down00",-158,225,261020300,"up00","",""
261020200,5,"up00",-308,39,261020100,"down00","",""
261020300,0,"sp",121,-81,999999999,"","",""
261020300,1,"up00",-234,16,261020200,"down00","",""
261020300,2,"east00",800,14,261020400,"west00","",""
261020300,3,"MD00",245,-93,999999999,"","MD_error",""
261020301,0,"sp",-383,-109,999999999,"","",""
261020301,1,"out00",-310,-85,999999999,"","MD_error",""
261020400,0,"sp",-464,-6,999999999,"","",""
261020400,1,"sp",410,50,999999999,"","",""
261020400,2,"sp",1538,38,999999999,"","",""
261020400,3,"hiden0",395,-69,261020401,"out00","",""
261020400,4,"east00",1618,12,261020500,"west00","",""
261020400,5,"west00",-556,12,261020300,"east00","",""
261020400,6,"up00",936,-19,261020000,"down00","",""
261020401,0,"sp",-491,-207,999999999,"","",""
261020401,1,"sp",-70,-195,999999999,"","",""
261020401,2,"out00",-635,166,261020400,"hiden0","",""
261020500,0,"sp",0,0,999999999,"","",""
261020500,1,"west00",-610,12,261020400,"east00","",""
261020500,2,"up00",366,-38,261020600,"down00","",""
261020600,0,"sp",-180,58,999999999,"","",""
261020600,1,"sp",236,154,999999999,"","",""
261020600,2,"west00",-970,198,261020000,"east00","",""
261020600,3,"down00",366,20,261020500,"up00","",""
261020600,4,"up00",-279,73,999999999,"","magatia_dark0",""
261020700,0,"sp",87,107,999999999,"","",""
261020700,1,"sp",591,146,999999999,"","",""
261020700,2,"sp",624,167,999999999,"","",""
261020700,3,"sp",19,141,999999999,"","",""
261020700,4,"down00",268,176,261020600,"up00","",""
261030000,0,"sp",0,0,999999999,"","",""
261030000,1,"sp_alca",-34,-462,261020200,"secret00","",""
261030000,2,"sp_jenu",-1117,160,261010000,"secret00","",""
261030000,3,"in00",-138,-163,261030001,"out00","",""
261030001,0,"sp",-253,-66,999999999,"","",""
261030001,1,"h002",628,2128,261030001,"h001","",""
261030001,2,"h001",269,1688,261030001,"h000","",""
261030001,3,"h000",917,780,261030001,"h001","",""
261030001,4,"out00",-383,-71,261030000,"in00","",""
261030001,5,"ss00",-304,1688,999999999,"","",""
261030001,6,"ss01",-64,1685,999999999,"","",""
261030001,7,"ss02",597,1686,999999999,"","",""
261030001,8,"ss03",837,1686,261030001,"h002","",""
261030001,9,"in00",926,3997,261040000,"out00","",""
261030001,10,"st00",-147,-24,999999999,"","",""
261030001,11,"trap0",-209,1152,261030001,"st00","",""
261030001,12,"trap1",-115,1152,261030001,"st00","",""
261030001,13,"trap2",-21,1152,261030001,"st00","",""
261030001,14,"trap3",73,1152,261030001,"st00","",""
261030001,15,"trap4",167,1152,261030001,"st00","",""
261030001,16,"trap5",261,1152,261030001,"st00","",""
261030001,17,"trap6",356,1152,261030001,"st00","",""
261030001,18,"trap7",453,1152,261030001,"st00","",""
261030001,19,"trap8",551,1152,261030001,"st00","",""
261030001,20,"trap9",649,1152,261030001,"st00","",""
261030001,21,"trap10",747,1152,261030001,"st00","",""
261030001,22,"trap11",845,1152,261030001,"st00","",""
261030001,23,"trap12",945,1152,261030001,"st00","",""
261040000,0,"sp",0,0,999999999,"","",""
261040000,1,"out00",-633,238,261030001,"in00","",""
270000000,0,"sp",0,0,999999999,"","",""
270000000,1,"sp",-2387,2,999999999,"","",""
270000000,2,"out00",-2867,173,270000100,"in00","",""
270000000,3,"in00",-448,177,270010000,"out00","",""
270000000,4,"tp",-2229,176,999999999,"","",""
270000000,5,"tp",-2087,172,999999999,"","",""
270000000,6,"tp",-1944,173,999999999,"","",""
270000000,7,"tp",-1796,171,999999999,"","",""
270000000,8,"tp",-1668,171,999999999,"","",""
270000000,9,"tp",-1544,173,999999999,"","",""
270000100,0,"sp",-1783,66,999999999,"","",""
270000100,1,"in00",-9,-336,270000000,"out00","",""
270000100,2,"out00",-1780,176,999999999,"","outTemple",""
270010000,0,"sp",-795,12,999999999,"","",""
270010000,1,"sp",-172,10,999999999,"","",""
270010000,2,"sp",-507,20,999999999,"","",""
270010000,3,"in00",99,177,270010100,"out00","",""
270010000,4,"out00",-1905,176,270000000,"in00","",""
270010100,0,"sp",-342,-390,999999999,"","",""
270010100,1,"sp",525,-374,999999999,"","",""
270010100,2,"sec00",24,182,270010100,"sec01","",""
270010100,3,"sec01",26,-571,270010100,"sec00","",""
270010100,4,"sec02",-585,-917,270010100,"sec03","",""
270010100,5,"sec03",647,-914,270010100,"sec02","",""
270010100,6,"out00",-966,178,270010000,"in00","",""
270010100,7,"in00",1025,177,999999999,"","timeQuest",""
270010110,0,"sp",-383,-616,999999999,"","",""
270010110,1,"sp",-9,-627,999999999,"","",""
270010110,2,"sp",191,-627,999999999,"","",""
270010110,3,"out00",-522,-475,270010100,"in00","",""
270010110,4,"in00",286,-474,270010200,"out00","",""
270010110,5,"in01",-559,176,270010111,"out00","",""
270010111,0,"sp",-363,88,999999999,"","",""
270010111,1,"sp",-173,101,999999999,"","",""
270010111,2,"sp",6,88,999999999,"","",""
270010111,3,"out00",-525,176,270010110,"in01","",""
270010200,0,"sp",107,-391,999999999,"","",""
270010200,1,"sp",146,-396,999999999,"","",""
270010200,2,"sec00",14,180,270010200,"sec01","",""
270010200,3,"sec01",25,-573,270010200,"sec00","",""
270010200,4,"sec02",22,-919,270010200,"sec03","",""
270010200,5,"sec03",1003,-918,270010200,"sec02","",""
270010200,6,"out00",-983,179,270010110,"in00","",""
270010200,7,"in00",1029,180,999999999,"","timeQuest","only_once"
270010210,0,"sp",-190,50,999999999,"","",""
270010210,1,"sp",95,45,999999999,"","",""
270010210,2,"sp",298,46,999999999,"","",""
270010210,3,"out00",-356,176,270010200,"in00","","only_once"
270010210,4,"in00",487,176,270010300,"out00","","only_once"
270010300,0,"sp",-935,-405,999999999,"","",""
270010300,1,"sp",253,-409,999999999,"","",""
270010300,2,"sec00",17,184,270010300,"sec01","",""
270010300,3,"sec01",24,-572,270010300,"sec00","",""
270010300,4,"sec02",-979,-571,270010300,"sec03","",""
270010300,5,"sec03",1021,-572,270010300,"sec02","",""
270010300,6,"out00",-980,179,270010210,"in00","",""
270010300,7,"in00",1029,179,999999999,"","timeQuest",""
270010310,0,"sp",-214,63,999999999,"","",""
270010310,1,"sp",54,70,999999999,"","",""
270010310,2,"sp",336,59,999999999,"","",""
270010310,3,"out00",-356,176,270010300,"in00","","only_once"
270010310,4,"in00",491,176,270010400,"out00","","only_once"
270010400,0,"sp",-220,-416,999999999,"","",""
270010400,1,"sp",637,-393,999999999,"","",""
270010400,2,"sec00",17,185,270010400,"sec01","",""
270010400,3,"sec01",26,-570,270010400,"sec00","",""
270010400,4,"sec02",-962,-176,270010400,"sec03","",""
270010400,5,"sec03",1037,-178,270010400,"sec02","",""
270010400,6,"out00",-977,180,270010310,"in00","",""
270010400,7,"in00",1048,181,999999999,"","timeQuest","only_once"
270010410,0,"sp",-166,47,999999999,"","",""
270010410,1,"sp",109,63,999999999,"","",""
270010410,2,"sp",297,41,999999999,"","",""
270010410,3,"out00",-356,176,270010400,"in00","","only_once"
270010410,4,"in00",496,179,270010500,"out00","","only_once"
270010500,0,"sp",248,-432,999999999,"","",""
270010500,1,"sp",277,-358,999999999,"","",""
270010500,2,"sec00",23,181,270010500,"sec01","",""
270010500,3,"sec01",13,-572,270010500,"sec00","",""
270010500,4,"sec02",-968,-569,270010500,"sec03","",""
270010500,5,"sec03",1020,-180,270010500,"sec02","",""
270010500,6,"out00",-987,177,270010410,"in00","",""
270010500,7,"in00",1055,179,999999999,"","timeQuest","only_once"
270020000,0,"sp",-958,-635,999999999,"","",""
270020000,1,"sp",-710,-636,999999999,"","",""
270020000,2,"sp",-462,-617,999999999,"","",""
270020000,3,"in00",-721,181,270020100,"out00","",""
270020000,4,"out00",-1123,-475,270010500,"in00","",""
270020100,0,"sp",-667,-414,999999999,"","",""
270020100,1,"sp",499,-419,999999999,"","",""
270020100,2,"sec00",15,185,270020100,"sec01","",""
270020100,3,"sec01",28,-576,270020100,"sec00","",""
270020100,4,"sec02",-972,-916,270020100,"sec03","",""
270020100,5,"sec03",1045,-916,270020100,"sec02","",""
270020100,6,"out00",1027,178,270020000,"in00","",""
270020100,7,"in00",-973,180,999999999,"","timeQuest",""
270020110,0,"sp",-163,28,999999999,"","",""
270020110,1,"sp",113,27,999999999,"","",""
270020110,2,"sp",351,46,999999999,"","",""
270020110,3,"out00",500,178,270020100,"in00","",""
270020110,4,"in00",-351,177,270020200,"out00","",""
270020200,0,"sp",55,-416,999999999,"","",""
270020200,1,"sp",-835,-392,999999999,"","",""
270020200,2,"sec00",21,181,270020200,"sec01","",""
270020200,3,"sec01",16,-572,270020200,"sec00","",""
270020200,4,"sec02",-990,-181,270020200,"sec03","",""
270020200,5,"sec03",1027,-186,270020200,"sec02","",""
270020200,6,"out00",1033,177,270020110,"in00","","only_once"
270020200,7,"in00",-986,177,999999999,"","timeQuest",""
270020210,0,"sp",-232,115,999999999,"","",""
270020210,1,"sp",78,94,999999999,"","",""
270020210,2,"sp",356,112,999999999,"","",""
270020210,3,"out00",475,179,270020200,"in00","",""
270020210,4,"in00",-318,176,270020300,"out00","",""
270020210,5,"in01",475,-476,270020211,"out00","",""
270020211,0,"sp",-375,43,999999999,"","",""
270020211,1,"sp",-137,45,999999999,"","",""
270020211,2,"sp",118,50,999999999,"","",""
270020211,3,"out00",288,176,270020210,"in01","","only_once"
270020300,0,"sp",258,-412,999999999,"","",""
270020300,1,"sp",-680,-403,999999999,"","",""
270020300,2,"sec00",23,178,270020300,"sec01","",""
270020300,3,"sec01",22,-572,270020300,"sec00","",""
270020300,4,"sec02",-973,-919,270020300,"sec03","",""
270020300,5,"sec03",1018,-569,270020300,"sec02","",""
270020300,6,"out00",1021,179,270020210,"in00","",""
270020300,7,"in00",-975,179,999999999,"","timeQuest",""
270020310,0,"sp",-150,20,999999999,"","",""
270020310,1,"sp",72,25,999999999,"","",""
270020310,2,"sp",287,25,999999999,"","",""
270020310,3,"out00",500,178,270020300,"in00","","only_once"
270020310,4,"in00",-315,180,270020400,"out00","","only_once"
270020400,0,"sp",-600,-401,999999999,"","",""
270020400,1,"sp",639,-396,999999999,"","",""
270020400,2,"sec00",23,181,270020400,"sec01","",""
270020400,3,"sec01",26,-574,270020400,"sec00","",""
270020400,4,"sec02",-786,-918,270020400,"sec03","",""
270020400,5,"sec03",826,-916,270020400,"sec02","",""
270020400,6,"out00",1048,177,270020310,"in00","","only_once"
270020400,7,"in00",-982,178,999999999,"","timeQuest",""
270020410,0,"sp",-176,66,999999999,"","",""
270020410,1,"sp",106,55,999999999,"","",""
270020410,2,"sp",341,56,999999999,"","",""
270020410,3,"out00",489,178,270020400,"in00","","only_once"
270020410,4,"in00",-311,177,270020500,"out00","","only_once"
270020500,0,"sp",1030,-426,999999999,"","",""
270020500,1,"sp",993,-374,999999999,"","",""
270020500,2,"sec00",15,179,270020500,"sec01","",""
270020500,3,"sec01",26,-570,270020500,"sec00","",""
270020500,4,"sec02",-779,-570,270020500,"sec03","",""
270020500,5,"sec03",827,-569,270020500,"sec02","","only_once"
270020500,6,"out00",1033,178,270020410,"in00","",""
270020500,7,"in00",-971,180,999999999,"","timeQuest",""
270030000,0,"sp",-964,-574,999999999,"","",""
270030000,1,"sp",-728,-550,999999999,"","",""
270030000,2,"sp",-494,-540,999999999,"","",""
270030000,3,"in00",-721,181,270030100,"out00","","only_once"
270030000,4,"out00",-310,-474,270020500,"in00","","only_once"
270030100,0,"sp",-938,-418,999999999,"","",""
270030100,1,"sp",493,-381,999999999,"","",""
270030100,2,"sec00",13,178,270030100,"sec01","",""
270030100,3,"sec01",24,-569,270030100,"sec00","",""
270030100,4,"sec02",-774,-572,270030100,"sec03","",""
270030100,5,"sec03",818,-917,270030100,"sec02","",""
270030100,6,"out00",-977,180,270030000,"in00","",""
270030100,7,"in00",1023,180,999999999,"","timeQuest",""
270030110,0,"sp",-235,42,999999999,"","",""
270030110,1,"sp",100,44,999999999,"","",""
270030110,2,"sp",376,56,999999999,"","",""
270030110,3,"out00",-318,178,270030100,"in00","",""
270030110,4,"in00",493,179,270030200,"out00","",""
270030200,0,"sp",218,-409,999999999,"","",""
270030200,1,"sp",268,-407,999999999,"","",""
270030200,2,"sec00",34,179,270030200,"sec01","",""
270030200,3,"sec01",40,-572,270030200,"sec00","",""
270030200,4,"sec02",-773,-915,270030200,"sec03","",""
270030200,5,"sec03",822,-917,270030200,"sec02","",""
270030200,6,"out00",-973,179,270030110,"in00","",""
270030200,7,"in00",1032,181,999999999,"","timeQuest",""
270030210,0,"sp",-171,81,999999999,"","",""
270030210,1,"sp",134,69,999999999,"","",""
270030210,2,"sp",421,75,999999999,"","",""
270030210,3,"out00",-299,180,270030200,"in00","",""
270030210,4,"in00",484,177,270030300,"out00","",""
270030300,0,"sp",-927,-423,999999999,"","",""
270030300,1,"sp",734,-383,999999999,"","",""
270030300,2,"sec00",21,178,270030300,"sec01","",""
270030300,3,"sec01",29,-575,270030300,"sec00","",""
270030300,4,"sec02",-569,-180,270030300,"sec03","",""
270030300,5,"sec03",1031,-184,270030300,"sec02","",""
270030300,6,"out00",-980,181,270030210,"in00","",""
270030300,7,"in00",1037,178,999999999,"","timeQuest",""
270030310,0,"sp",-152,77,999999999,"","",""
270030310,1,"sp",77,90,999999999,"","",""
270030310,2,"sp",351,83,999999999,"","",""
270030310,3,"out00",-323,175,270030300,"in00","",""
270030310,4,"in00",482,177,270030400,"out00","",""
270030400,0,"sp",660,-412,999999999,"","",""
270030400,1,"sp",605,-405,999999999,"","",""
270030400,2,"sec00",18,181,270030400,"sec01","",""
270030400,3,"sec01",20,-574,270030400,"sec00","",""
270030400,4,"sec02",-214,-915,270030400,"sec03","",""
270030400,5,"sec03",416,-912,270030400,"sec02","",""
270030400,6,"out00",-975,180,270030310,"in00","",""
270030400,7,"in00",1019,179,999999999,"","timeQuest",""
270030410,0,"sp",-129,-582,999999999,"","",""
270030410,1,"sp",61,-577,999999999,"","",""
270030410,2,"sp",254,-585,999999999,"","",""
270030410,3,"out00",-337,-475,270030400,"in00","",""
270030410,4,"in00",491,-474,270030500,"out00","",""
270030410,5,"in01",-311,178,270030411,"out00","",""
270030411,0,"sp",-113,-524,999999999,"","",""
270030411,1,"sp",-422,-532,999999999,"","",""
270030411,2,"sp",137,-532,999999999,"","",""
270030411,3,"out00",283,-476,270030410,"in01","","only_once"
270030500,0,"sp",-958,-373,999999999,"","",""
270030500,1,"sp",-134,-386,999999999,"","",""
270030500,2,"sec00",26,177,270030500,"sec01","",""
270030500,3,"sec01",23,-572,270030500,"sec00","",""
270030500,4,"sec02",-967,-916,270030500,"sec03","",""
270030500,5,"sec03",619,-915,270030500,"sec02","",""
270030500,6,"out00",-967,180,270030410,"in00","",""
270030500,7,"in00",1019,180,999999999,"","timeQuest",""
270040000,0,"sp",-825,-153,999999999,"","",""
270040000,1,"sp",-713,-227,999999999,"","",""
270040000,2,"sp",-575,-178,999999999,"","",""
270040000,3,"out00",-1138,-41,270030500,"in00","",""
270040000,4,"in00",1280,-41,999999999,"","timeQuest",""
270040100,0,"sp",-1063,-155,999999999,"","",""
270040100,1,"sp",-1138,-171,999999999,"","",""
270040100,2,"sp",-1011,-200,999999999,"","",""
270040100,3,"out00",-1401,-43,270040000,"in00","","only_once"
270040100,4,"in00",146,-41,270050000,"out00","",""
270050000,0,"sp",-1063,-155,999999999,"","",""
270050000,1,"sp",-1138,-171,999999999,"","",""
270050000,2,"sp",-1011,-200,999999999,"","",""
270050000,3,"out00",-1133,-42,270040100,"in00","","only_once"
270050100,0,"sp",-801,-152,999999999,"","",""
270050200,0,"sp",503,-178,999999999,"","",""
270050200,1,"sp",592,-153,999999999,"","",""
270050200,2,"in00",-1156,-41,999999999,"","Pinkin",""
270050300,0,"sp",-1064,-208,999999999,"","",""
270050300,1,"sp",-279,-201,999999999,"","",""
270050300,2,"in00",-745,-42,999999999,"","PPinkOut","only_once"
280010000,0,"sp",1216,198,999999999,"","",""
280010000,1,"in09",1036,375,280010090,"east00","",""
280010000,2,"in10",686,195,280010100,"west00","",""
280010000,3,"in11",241,195,280010110,"east00","",""
280010000,4,"in12",-151,194,280010120,"east00","",""
280010000,5,"in01",-124,-406,280010010,"west00","",""
280010000,6,"in02",-157,-706,280010020,"east00","",""
280010000,7,"in03",-114,-1007,280010030,"west00","",""
280010000,8,"in04",288,-826,280010040,"west00","",""
280010000,9,"in05",884,-1006,280010050,"west00","",""
280010000,10,"in06",1285,-1006,280010060,"west00","",""
280010000,11,"in07",1041,-406,280010070,"east00","",""
280010000,12,"in08",1240,-106,280010080,"east00","",""
280010000,13,"in13",290,-229,280010130,"west00","",""
280010000,14,"in14",285,-526,280010140,"west00","",""
280010000,15,"in15",689,-526,280010150,"west00","",""
280010000,16,"st00",1197,374,999999999,"","",""
280010000,17,"ps01",440,193,999999999,"","Zakum03",""
280010010,0,"sp",-139,39,999999999,"","",""
280010010,1,"west00",-262,135,280010000,"in01","",""
280010010,2,"east00",1812,135,280010011,"west00","",""
280010011,0,"sp",-147,5,999999999,"","",""
280010011,1,"west00",-265,76,280010010,"east00","",""
280010011,2,"east01",1002,-105,280010070,"east00","",""
280010011,3,"east00",1018,796,280010000,"st00","",""
280010020,0,"sp",1706,64,999999999,"","",""
280010020,1,"west00",-262,135,280010020,"east00","",""
280010020,2,"east00",1812,135,280010000,"in02","",""
280010030,0,"sp",-96,54,999999999,"","",""
280010030,1,"west00",-262,135,280010000,"in03","",""
280010030,2,"east00",1812,135,280010031,"west00","",""
280010031,0,"sp",-158,13,999999999,"","",""
280010031,1,"west00",-265,76,280010030,"east00","",""
280010031,2,"east01",1002,-105,280010030,"west00","",""
280010031,3,"east00",1018,796,999999999,"","",""
280010040,0,"sp",0,0,999999999,"","",""
280010040,1,"west00",-262,135,280010000,"in04","",""
280010040,2,"east00",1812,135,280010041,"west00","",""
280010041,0,"sp",-152,3,999999999,"","",""
280010041,1,"west00",-265,76,280010040,"east00","",""
280010041,2,"east01",1002,-105,280010050,"west00","",""
280010041,3,"east00",1018,796,280010050,"west00","",""
280010050,0,"sp",-144,55,999999999,"","",""
280010050,1,"west00",-262,135,280010000,"in05","",""
280010050,2,"east00",1812,135,999999999,"","",""
280010060,0,"sp",0,0,999999999,"","",""
280010060,1,"west00",-262,135,280010000,"in06","",""
280010060,2,"east00",1812,135,999999999,"","",""
280010070,0,"sp",1645,5,999999999,"","",""
280010070,1,"west00",-262,135,280010071,"east00","",""
280010070,2,"east00",1812,135,280010000,"in07","",""
280010071,0,"sp",-348,-15,999999999,"","",""
280010071,1,"east00",-206,73,280010070,"west00","",""
280010071,2,"west00",-902,1035,280011000,"st00","",""
280010080,0,"sp",-97,27,999999999,"","",""
280010080,1,"west00",-262,135,280010081,"east00","",""
280010080,2,"east00",1812,135,280010000,"in08","",""
280010081,0,"sp",-134,2,999999999,"","",""
280010081,1,"west00",-265,76,280010130,"west00","",""
280010081,2,"east01",1002,-105,999999999,"st00","",""
280010081,3,"east00",1018,796,280010080,"west00","",""
280010090,0,"sp",1697,40,999999999,"","",""
280010090,1,"west00",-262,135,280010091,"east00","",""
280010090,2,"east00",1812,135,280010000,"in09","",""
280010091,0,"sp",-135,8,999999999,"","",""
280010091,1,"west00",-265,76,280010091,"east00","",""
280010091,2,"east00",1002,-105,280010090,"west00","",""
280010100,0,"sp",-120,23,999999999,"","",""
280010100,1,"west00",-262,135,280010000,"in10","",""
280010100,2,"east00",1812,135,280010101,"west00","",""
280010101,0,"sp",-102,38,999999999,"","",""
280010101,1,"west00",-262,135,280010100,"east00","",""
280010101,2,"east00",1812,135,280011000,"st00","",""
280010110,0,"sp",1696,40,999999999,"","",""
280010110,1,"west00",-632,137,999999999,"","",""
280010110,2,"east00",1812,135,280010000,"in11","",""
280010120,0,"sp",1626,29,999999999,"","",""
280010120,1,"west00",-253,135,280010120,"east00","",""
280010120,2,"east00",1804,135,280010000,"in12","",""
280010130,0,"sp",-143,38,999999999,"","",""
280010130,1,"west00",-262,135,280010000,"in13","",""
280010130,2,"east00",1812,135,280010140,"west00","",""
280010140,0,"sp",0,0,999999999,"","",""
280010140,1,"west00",-262,135,280010000,"in14","",""
280010140,2,"east00",1812,135,999999999,"","",""
280010150,0,"sp",-134,39,999999999,"","",""
280010150,1,"west00",-252,135,280010000,"in15","",""
280010150,2,"east00",1812,135,280010150,"west00","",""
280011000,0,"sp",0,0,999999999,"","",""
280011000,1,"in01",276,915,280011001,"out00","",""
280011000,2,"in02",-263,677,280011002,"out00","",""
280011000,3,"in03",-74,435,280011003,"out00","",""
280011000,4,"in04",643,137,280011004,"out00","",""
280011000,5,"in05",560,496,280011005,"out00","",""
280011000,6,"in06",586,915,280011006,"out00","",""
280011000,7,"st00",-283,75,280010000,"st00","",""
280011001,0,"sp",331,20,999999999,"","",""
280011001,1,"out00",141,76,280011000,"in01","",""
280011002,0,"sp",862,-6,999999999,"","",""
280011002,1,"out00",993,76,280011000,"in02","",""
280011003,0,"sp",859,-8,999999999,"","",""
280011003,1,"out00",993,76,280011000,"in03","",""
280011004,0,"sp",247,17,999999999,"","",""
280011004,1,"out00",141,76,280011000,"in04","",""
280011005,0,"sp",331,20,999999999,"","",""
280011005,1,"out00",141,76,280011000,"in05","",""
280011006,0,"sp",247,17,999999999,"","",""
280011006,1,"out00",141,76,280011000,"in06","",""
280020000,0,"sp",-1080,-347,999999999,"","",""
280020000,1,"east00",5631,-216,280020001,"west00","",""
280020001,0,"sp",-1080,-347,999999999,"","",""
280020001,1,"h000",-181,-512,999999999,"","",""
280020001,2,"h001",897,-454,999999999,"","",""
280020001,3,"h002",3597,-456,999999999,"","",""
280020001,4,"h003",4409,-575,999999999,"","",""
280020001,5,"h004",5334,-291,999999999,"","",""
280020001,6,"west00",-1183,-274,280020000,"east00","",""
280030000,0,"sp",-406,-325,999999999,"","",""
280030000,1,"st00",-399,-221,999999999,"","",""
280030000,2,"h000",-373,-557,280030000,"h001","",""
280030000,3,"h001",499,-532,280030000,"h000","",""
280090000,0,"sp",-669,-346,999999999,"","",""
280090000,1,"st00",-1127,-219,999999999,"","",""
300000000,0,"sp",-813,-352,999999999,"","",""
300000000,1,"sp",-3367,-2,999999999,"","",""
300000000,2,"sp",-2567,-432,999999999,"","",""
300000000,3,"sp",-2070,1,999999999,"","",""
300000000,4,"sp",960,-4,999999999,"","",""
300000000,5,"in02",1328,85,300000002,"out00","",""
300000000,6,"in01",-1903,86,300000001,"out00","",""
300000000,7,"in00",378,-27,300000010,"out00","",""
300000000,8,"out00",1890,89,300000100,"in00","",""
300000000,9,"west00",-3565,89,300010000,"east00","","only_once"
300000000,10,"east00",3112,92,300030000,"west00","",""
300000000,11,"tp",-3134,69,999999999,"","",""
300000000,12,"tp",-2014,-302,999999999,"","",""
300000000,13,"tp",-643,-276,999999999,"","",""
300000000,14,"tp",616,81,999999999,"","",""
300000000,15,"tp",1686,77,999999999,"","",""
300000000,16,"tp",521,82,999999999,"","",""
300000001,0,"sp",-146,58,999999999,"","",""
300000001,1,"out00",-155,195,300000000,"in01","","only_once"
300000002,0,"sp",-148,88,999999999,"","",""
300000002,1,"out00",-155,195,300000000,"in02","","only_once"
300000010,0,"sp",-148,103,999999999,"","",""
300000010,1,"out00",-142,240,300000000,"in00","",""
300000010,2,"in00",334,-159,999999999,"","enterWarehouse",""
300000010,3,"in01",429,238,999999999,"","cellar",""
300000011,0,"sp",85,105,999999999,"","",""
300000011,1,"out00",313,196,300000010,"in00","",""
300000012,0,"sp",194,19,999999999,"","",""
300000100,0,"sp",-399,-56,999999999,"","",""
300000100,1,"out00",259,88,222020400,"in00","",""
300000100,2,"in00",-587,87,300000000,"out00","",""
300010000,0,"sp",-29,-449,999999999,"","",""
300010000,1,"east00",1094,87,300000000,"west00","","only_once"
300010000,2,"west00",-915,93,300010100,"east00","",""
300010100,0,"sp",331,-442,999999999,"","",""
300010100,1,"east00",892,88,300010000,"west00","","only_once"
300010100,2,"west00",-896,88,300010200,"east00","","only_once"
300010200,0,"sp",329,-357,999999999,"","",""
300010200,1,"east00",1003,87,300010100,"west00","","only_once"
300010200,2,"west00",-868,92,300010300,"east00","","only_once"
300010300,0,"sp",473,-380,999999999,"","",""
300010300,1,"east00",1079,87,300010200,"west00","","only_once"
300010300,2,"west00",-882,85,300010400,"east00","","only_once"
300010300,3,"bottom00",-105,84,300020000,"top00","",""
300010400,0,"sp",220,-367,999999999,"","",""
300010400,1,"east00",904,89,300010300,"west00","","only_once"
300020000,0,"sp",-22,-537,999999999,"","",""
300020000,1,"top00",-140,-384,300010300,"bottom00","",""
300020000,2,"bottom00",-145,85,300020100,"top00","",""
300020100,0,"sp",143,-445,999999999,"","",""
300020100,1,"top00",-12,-337,300020000,"bottom00","",""
300020100,2,"bottom00",-16,84,300020200,"east00","","only_once"
300020200,0,"sp",667,-444,999999999,"","",""
300020200,1,"east00",791,87,300020100,"bottom00","",""
300030000,0,"sp",-475,-390,999999999,"","",""
300030000,1,"west00",-632,89,300000000,"east00","","only_once"
300030000,2,"east00",547,86,300030100,"west00","",""
300030100,0,"sp",-255,17,999999999,"","",""
300030100,1,"west00",-344,149,300030000,"east00","",""
390000000,0,"sp",-212,-80,999999999,"","",""
390000000,1,"st00",-1278,-401,999999999,"","",""
390000000,2,"st01",-739,-765,999999999,"","",""
390000000,3,"st02",-111,-763,999999999,"","",""
390000000,4,"st03",434,-400,999999999,"","",""
390000100,0,"sp",-5,-50,999999999,"","",""
390000100,1,"st00",-1323,-879,999999999,"","",""
390000100,2,"st01",-1679,-399,999999999,"","",""
390000100,3,"st02",388,-399,999999999,"","",""
390000100,4,"st03",28,-879,999999999,"","",""
390000200,0,"sp",-5,-50,999999999,"","",""
390000200,1,"st00",-1411,-760,999999999,"","",""
390000200,2,"st01",-960,-163,999999999,"","",""
390000200,3,"st02",-419,-158,999999999,"","",""
390000200,4,"st03",28,-760,999999999,"","",""
390000300,0,"sp",-5,-50,999999999,"","",""
390000300,1,"st00",-868,-757,999999999,"","",""
390000300,2,"st01",-889,-159,999999999,"","",""
390000300,3,"st02",41,-159,999999999,"","",""
390000300,4,"st03",37,-760,999999999,"","",""
390000400,0,"sp",-1550,-553,999999999,"","",""
390000400,1,"st00",-739,-851,999999999,"","",""
390000400,2,"st01",-1319,-252,999999999,"","",""
390000400,3,"st02",483,-253,999999999,"","",""
390000400,4,"st03",-108,-850,999999999,"","",""
390000500,0,"sp",-5,-50,999999999,"","",""
390000500,1,"st00",-1366,-640,999999999,"","",""
390000500,2,"st01",-619,-164,999999999,"","",""
390000500,3,"st02",-48,-161,999999999,"","",""
390000500,4,"st03",700,-644,999999999,"","",""
390000600,0,"sp",-167,-67,999999999,"","",""
390000600,1,"st00",-963,-1181,999999999,"","",""
390000600,2,"st01",-964,-222,999999999,"","",""
