serial_number,itemid,quantity,price,expiration_days,priority,"gender","flags"
10102254,5470000,1,600,90,15,"both",""
10102255,5030010,1,35000,30,15,"both",""
10102256,5030002,1,3000,14,15,"both",""
10102257,9102134,1,7200,90,15,"both",""
10102258,9102156,1,6900,90,15,"both",""
10102259,5251001,1,13000,90,15,"both",""
10102260,5251003,1,17400,90,15,"both",""
10102261,9102137,1,3300,90,15,"both",""
10102262,9102138,1,3300,90,15,"both",""
10102263,9102166,1,4200,90,15,"both",""
10102264,9102161,1,3300,90,15,"both",""
10102265,9102136,1,3700,90,15,"both",""
10102266,9102159,1,3800,90,15,"both",""
10102267,9102147,1,4000,90,15,"both",""
10102268,9102140,1,3700,90,15,"both",""
10102269,9102139,1,3700,90,15,"both",""
10102270,9102153,1,3700,90,15,"both",""
10102271,9102177,1,3800,90,15,"both",""
10102272,9102160,1,3500,90,15,"both",""
10102273,9102141,1,3300,90,15,"both",""
10102274,9102165,1,3800,90,15,"both",""
10102275,9102152,1,3700,90,15,"both",""
10102276,9102148,1,3800,90,15,"both",""
10102277,9102171,1,3800,90,15,"both",""
10102278,9102164,1,6800,90,15,"both",""
10102279,9102176,1,3900,90,15,"both",""
10102280,9102172,1,3400,90,15,"both",""
10102281,9102175,1,3200,90,15,"both",""
10102282,1051114,1,2600,90,15,"both",""
10102283,5150020,1,2900,90,15,"both",""
10102284,5152022,1,2600,90,15,"both",""
10102285,5010053,1,1600,90,15,"both",""
10102286,5010034,1,1000,90,15,"both",""
10102287,5010035,1,1800,90,15,"both",""
10102288,5075004,1,1200,90,15,"both",""
10102289,5075005,1,1500,90,15,"both",""
10102290,5390001,1,1200,90,15,"both",""
10102291,1001048,1,1200,90,15,"both",""
10102292,1042098,1,1900,90,15,"both",""
10102293,1702034,1,2500,90,15,"both",""
10102294,1102151,1,1800,90,15,"both",""
10102295,1022070,1,1900,90,15,"both",""
10102296,1051149,1,2000,90,15,"both",""
10102297,5211009,1,5400,30,15,"both",""
10102298,5211018,1,11400,30,15,"both",""
10102299,5431000,1,9600,90,15,"both",""
10102300,5432000,1,11700,90,15,"both",""
10102301,5050001,5,6000,90,15,"both",""
10102302,5050002,5,14700,90,15,"both",""
10102303,5050003,5,30200,90,15,"both",""
10102304,5050004,5,42000,90,15,"both",""
10102305,5050000,5,7800,90,15,"both",""
10102306,5050000,10,18600,90,15,"both",""
10102307,5050000,20,40300,90,15,"both",""
10102308,5220000,35,19500,90,15,"both",""
10102309,5220000,11,6500,90,15,"both",""
10102310,9102170,1,6600,90,15,"both",""
10102311,9102169,1,6600,90,15,"both",""
10102312,5150009,1,2900,90,15,"both",""
10102313,5370000,1,3300,7,15,"both",""
10102314,5122000,11,1700,90,15,"both",""
10102315,1012028,1,1300,90,15,"both",""
10102316,1060126,1,1000,90,15,"both",""
10102317,1112903,1,2000,90,15,"both",""
10102318,1002978,1,2500,90,15,"both",""
10102319,1040131,1,1900,90,15,"both",""
10102320,1702035,1,2000,90,15,"both",""
10102321,1072057,1,900,90,15,"both",""
10102322,9102142,1,5200,90,15,"both",""
10102323,9102143,1,5200,90,15,"both",""
10102324,5230000,6,1900,90,15,"both",""
10102325,5360002,1,7200,30,15,"both",""
10102326,5360003,1,7200,30,15,"both",""
10102327,5360000,1,2400,1,15,"both",""
10102328,1112001,1,4200,90,15,"both",""
10102329,5152034,1,2200,90,15,"both",""
10102330,5152036,1,2500,90,15,"both",""
10102331,1702151,1,2700,90,15,"both",""
10102332,1042155,1,1400,90,15,"both",""
10102333,1702170,1,2800,90,15,"both",""
10102334,1082077,1,1100,90,15,"both",""
10102335,1061134,1,1200,90,15,"both",""
10102336,1071021,1,700,90,15,"both",""
10102337,9102151,1,10300,90,15,"both",""
10102338,9102150,1,10300,90,15,"both",""
10102339,9110000,1,3500,90,15,"both",""
10102340,9111000,1,3500,90,15,"both",""
10102341,9112000,1,3700,90,15,"both",""
10102342,9114000,1,3700,90,15,"both",""
10102343,5490002,1,1800,90,20,"both",""
10102344,5490003,1,1500,90,19,"both",""
10102345,5222000,1,500,90,21,"both",""
10102346,5222000,11,5000,90,21,"both",""
10102347,5222000,35,15000,90,21,"both",""
10102348,5180000,1,1920,90,16,"both",""
10102349,5360000,1,2800,1,3,"both",""
10102350,5360001,1,8400,30,2,"both",""
10102351,5360002,1,8400,30,2,"both",""
10102352,5360003,1,8400,30,2,"both",""
10102353,5360004,1,8400,30,2,"both",""
10102354,5360005,1,8400,30,2,"both",""
10102355,5360006,1,8400,30,2,"both",""
10102356,5360007,1,8400,30,2,"both",""
10102357,5360008,1,8400,30,2,"both",""
10102358,5360001,1,4200,10,2,"both",""
10102359,5360002,1,4200,10,2,"both",""
10102360,5360003,1,4200,10,2,"both",""
10102361,5360004,1,4200,10,2,"both",""
10102362,5360005,1,4200,10,2,"both",""
10102363,5360006,1,4200,10,2,"both",""
10102364,5360007,1,4200,10,2,"both",""
10102365,5360008,1,4200,10,2,"both",""
10102406,5251000,1,18750,90,9,"both",""
10102407,5251001,1,15000,90,9,"both",""
10102408,5251002,1,18000,90,9,"both",""
10102409,5251003,1,21750,90,9,"both",""
10102410,5220000,1,900,90,9,"both",""
10102411,5220000,11,9000,90,9,"both",""
10102412,5220000,35,27000,90,9,"both",""
10102413,9102233,1,11400,90,12,"both","on_sale"
10102414,9102234,1,11000,90,12,"both","on_sale"
10102415,9102235,1,11400,90,12,"both","on_sale"
10102416,9102236,1,11000,90,12,"both","on_sale"
10102417,9102237,1,11400,90,12,"both","on_sale"
10102418,9102238,1,11000,90,12,"both","on_sale"
10102419,9101182,1,11400,90,12,"both","on_sale"
10102420,9101183,1,11700,90,12,"both","on_sale"
10102421,9101199,1,10300,90,12,"both","on_sale"
10102422,9101225,1,11400,90,12,"both","on_sale"
10102423,9101233,1,11400,90,12,"both","on_sale"
10102424,9101256,1,11400,90,12,"both","on_sale"
10102425,9101302,1,11800,90,12,"both","on_sale"
10102426,9101313,1,11300,90,12,"both","on_sale"
10102427,9101362,1,10800,90,12,"both","on_sale"
10102428,9101376,1,12000,90,12,"both","on_sale"
10102429,9101385,1,11800,90,12,"both","on_sale"
10102430,9101418,1,11800,90,12,"both","on_sale"
10102431,1112908,1,3000,90,12,"both","on_sale"
10102432,1112005,1,3600,90,12,"both","on_sale"
10102433,1112802,1,3600,90,12,"both","on_sale"
10102434,1112001,1,4800,90,12,"both","on_sale"
10102435,1112801,1,3600,90,12,"both","on_sale"
10102436,1112012,1,3600,90,12,"both","on_sale"
10102437,1112006,1,4800,90,12,"both","on_sale"
10102438,1112003,1,4800,90,12,"both","on_sale"
10102439,1112100,1,3200,90,12,"both","on_sale"
10102440,1112800,1,3600,90,12,"both","on_sale"
20000000,1002000,1,300,14,8,"both",""
20000001,1002015,1,300,14,8,"both",""
20000002,1002018,1,300,14,8,"both",""
20000003,1002187,1,300,14,8,"both",""
20000004,1002200,1,300,14,8,"both",""
20000005,1002220,1,300,14,8,"both",""
20000006,1002237,1,300,14,8,"both",""
20000007,1002292,1,300,14,8,"both",""
20000008,1002294,1,300,14,8,"both",""
20000009,1002300,1,300,14,8,"both",""
20000010,1001002,1,300,14,9,"female",""
20000011,1002224,1,300,14,9,"both",""
20000012,1002314,1,300,14,9,"both",""
20000013,1002312,1,300,14,9,"both",""
20000014,1002031,1,300,14,9,"both",""
20000015,1002470,1,300,14,9,"both",""
20000016,1002000,1,3700,90,5,"both","on_sale"
20000017,1002015,1,2400,90,2,"both",""
20000018,1002018,1,2100,90,2,"both","on_sale"
20000019,1002187,1,3700,90,2,"both",""
20000020,1002200,1,1800,90,2,"both","on_sale"
20000021,1002220,1,1800,90,9,"both","on_sale"
20000022,1002237,1,1800,90,7,"both","on_sale"
20000023,1002292,1,2700,90,2,"both","on_sale"
20000024,1002294,1,3000,90,5,"both","on_sale"
20000025,1002300,1,2700,90,4,"both",""
20000026,1001002,1,4300,90,2,"female","on_sale"
20000027,1002224,1,4200,90,2,"both",""
20000028,1002314,1,4700,90,2,"both",""
20000029,1002312,1,4100,90,2,"both",""
20000030,1002031,1,3900,90,7,"both","on_sale"
20000031,1002470,1,4100,90,2,"both","on_sale"
20000032,1002188,1,3700,90,4,"both",""
20000033,1002189,1,3700,90,4,"both",""
20000034,1002070,1,2400,90,2,"both",""
20000035,1002076,1,3700,90,4,"both",""
20000036,1002077,1,3700,90,5,"both","on_sale"
20000037,1002071,1,2400,90,3,"both","on_sale"
20000038,1002078,1,2100,90,2,"both",""
20000039,1002079,1,2100,90,4,"both",""
20000040,1002469,1,4000,90,3,"both","on_sale"
20000041,1002190,1,3500,90,4,"both",""
20000042,1002191,1,3500,90,4,"both",""
20000043,1002186,1,1800,90,11,"both","on_sale"
20000044,1002201,1,1800,90,4,"both","on_sale"
20000045,1002202,1,1800,90,4,"both",""
20000046,1002301,1,2700,90,2,"both","on_sale"
20000047,1002302,1,2700,90,3,"both","on_sale"
20000048,1002303,1,2700,90,4,"both",""
20000049,1002221,1,1800,90,5,"both",""
20000050,1002222,1,3000,90,6,"both",""
20000051,1002279,1,3700,90,5,"both","on_sale"
20000052,1002280,1,3700,90,7,"both","on_sale"
20000053,1000020,1,4100,90,5,"male","on_sale"
20000054,1002032,1,2700,90,3,"both","on_sale"
20000055,1002223,1,3000,90,6,"both",""
20000056,1000000,1,3000,90,4,"male","on_sale"
20000057,1000008,1,2400,90,5,"male","on_sale"
20000058,1002226,1,4100,90,5,"both",""
20000059,1002227,1,3500,90,2,"both",""
20000060,1002232,1,3500,90,5,"both","on_sale"
20000061,1002233,1,3500,90,5,"both","on_sale"
20000062,1002234,1,3500,90,6,"both","on_sale"
20000063,1002229,1,2100,90,2,"both","on_sale"
20000064,1002230,1,2100,90,2,"both","on_sale"
20000065,1002231,1,2100,90,2,"both","on_sale"
20000066,1002203,1,3500,90,4,"both",""
20000067,1002204,1,3500,90,4,"both",""
20000068,1002205,1,3500,90,4,"both",""
20000069,1002206,1,3500,90,4,"both",""
20000070,1002235,1,4300,90,7,"both","on_sale"
20000071,1002236,1,4300,90,6,"both","on_sale"
20000072,1002250,1,4100,90,7,"both","on_sale"
20000073,1002297,1,3700,90,4,"both","on_sale"
20000074,1002298,1,3700,90,4,"both","on_sale"
20000075,1002342,1,4100,90,6,"both","on_sale"
20000076,1002343,1,4100,90,9,"both","on_sale"
20000077,1002341,1,4100,90,6,"both",""
20000078,1002358,1,3900,90,4,"both",""
20000079,1002359,1,3900,90,2,"both",""
20000080,1002360,1,3900,90,2,"both",""
20000081,1002361,1,3700,90,4,"both",""
20000082,1002361,1,3000,90,5,"both",""
20000083,1002362,1,3700,90,4,"both",""
20000084,1002362,1,3000,90,5,"both",""
20000085,1002367,1,4500,90,7,"both","on_sale"
20000086,1002367,1,3600,90,5,"both",""
20000087,1002368,1,3700,90,6,"both",""
20000088,1002368,1,3000,90,5,"both",""
20000089,1001000,1,4100,90,5,"female","on_sale"
20000090,1002225,1,3500,90,6,"both",""
20000091,1002225,1,2800,90,5,"both",""
20000092,1002293,1,3000,90,5,"both","on_sale"
20000093,1002266,1,3900,90,2,"both","on_sale"
20000094,1002479,1,4100,90,6,"both",""
20000095,1002479,1,3300,90,5,"both",""
20000096,1002352,1,3900,90,2,"both",""
20000097,1002353,1,3900,90,2,"both",""
20000098,1002354,1,3900,90,2,"both",""
20000099,1002355,1,3700,90,6,"both","on_sale"
20000100,1002356,1,3700,90,5,"both","on_sale"
20000101,1002344,1,3900,90,2,"both","on_sale"
20000102,1002228,1,3000,90,6,"both","on_sale"
20000103,1000001,1,3500,90,2,"both","on_sale"
20000104,1000001,1,2800,90,5,"both",""
20000105,1000002,1,3500,90,2,"both","on_sale"
20000106,1000002,1,2800,90,5,"both",""
20000107,1001001,1,3800,90,2,"female","on_sale"
20000108,1001001,1,3000,90,5,"female",""
20000109,1002307,1,1800,90,3,"both","on_sale"
20000110,1002307,1,1500,90,5,"both",""
20000111,1002308,1,1800,90,5,"both",""
20000112,1002308,1,1500,90,5,"both",""
20000113,1001039,1,3500,90,3,"female","on_sale"
20000114,1001039,1,2800,90,5,"female",""
20000115,1000027,1,3500,90,2,"male","on_sale"
20000116,1000027,1,2800,90,5,"male",""
20000117,1002489,1,4000,90,2,"both","on_sale"
20000118,1002489,1,3200,90,5,"both",""
20000119,1002490,1,4000,90,4,"both",""
20000120,1002490,1,3200,90,5,"both",""
20000121,1002421,1,3900,90,5,"both",""
20000122,1002422,1,3900,90,5,"both",""
20000123,1002423,1,3900,90,5,"both",""
20000124,1002299,1,3900,90,6,"both","on_sale"
20000125,1002428,1,3700,90,6,"both","on_sale"
20000126,1001013,1,100,90,9,"female",""
20000127,1001018,1,100,90,9,"female",""
20000128,1001019,1,100,90,9,"female",""
20000129,1001020,1,100,90,9,"female",""
20000130,1002429,1,100,90,9,"both",""
20000131,1001013,1,3900,90,6,"female","on_sale"
20000132,1002429,1,4100,90,7,"both","on_sale"
20000133,1001018,1,3700,90,2,"female",""
20000134,1001019,1,3700,90,2,"female","on_sale"
20000135,1001020,1,3700,90,2,"female",""
20000136,1000018,1,4300,90,4,"both","on_sale"
20000137,1001023,1,4100,90,2,"both","on_sale"
20000138,1002279,1,2700,90,6,"both",""
20000139,1002197,1,3700,90,2,"both",""
20000140,1002199,1,3700,90,2,"both",""
20000141,1002196,1,3700,90,2,"both",""
20000142,1002198,1,3700,90,2,"both",""
20000143,1002260,1,4300,90,2,"both","on_sale"
20000144,1002263,1,4300,90,6,"both","on_sale"
20000145,1002261,1,4300,90,5,"both","on_sale"
20000146,1002262,1,4300,90,5,"both","on_sale"
20000147,1002301,1,1300,90,9,"both",""
20000148,1002303,1,1300,90,9,"both",""
20000149,1002200,1,1000,90,9,"both",""
20000150,1002300,1,1300,90,9,"both",""
20000151,1002226,1,2100,90,9,"both",""
20000152,1002227,1,1700,90,9,"both",""
20000153,1002291,1,3900,90,2,"both","on_sale"
20000154,1002420,1,4100,90,4,"both","on_sale"
20000155,1002447,1,4100,90,2,"both",""
20000156,1002309,1,2700,90,2,"both",""
20000157,1002310,1,2700,90,3,"both","on_sale"
20000158,1002315,1,3100,90,3,"both","on_sale"
20000159,1002316,1,3100,90,2,"both","on_sale"
20000160,1000007,1,2700,90,6,"both","on_sale"
20000161,1000007,1,2300,90,9,"both",""
20000162,1000009,1,2900,90,4,"both","on_sale"
20000163,1000010,1,2900,90,4,"both","on_sale"
20000164,1000011,1,2900,90,6,"both",""
20000165,1000012,1,2900,90,4,"both",""
20000166,1001014,1,2900,90,2,"both",""
20000167,1001015,1,2900,90,2,"both",""
20000168,1001016,1,2900,90,4,"both","on_sale"
20000169,1002449,1,4300,90,5,"both","on_sale"
20000170,1002384,1,3700,90,6,"both","on_sale"
20000171,1002384,1,3300,90,9,"both",""
20000172,1002255,1,3700,90,6,"both",""
20000173,1002396,1,3900,90,7,"both","on_sale"
20000174,1002397,1,3900,90,4,"both","on_sale"
20000175,1002413,1,3100,90,2,"both",""
20000176,1002414,1,3300,90,2,"both","on_sale"
20000177,1002416,1,3900,90,2,"both","on_sale"
20000178,1002417,1,3100,90,2,"both","on_sale"
20000179,1002194,1,3100,90,2,"both",""
20000180,1002195,1,3100,90,2,"both",""
20000181,1002439,1,4100,90,6,"both",""
20000182,1002440,1,4100,90,3,"both","on_sale"
20000183,1002442,1,4300,90,4,"both","on_sale"
20000184,1002258,1,3700,90,2,"both","on_sale"
20000185,1002496,1,4100,90,4,"both","on_sale"
20000186,1002311,1,2400,90,3,"both","on_sale"
20000187,1002433,1,3100,90,6,"both",""
20000188,1002389,1,3500,90,2,"both","on_sale"
20000189,1002259,1,3100,90,2,"both","on_sale"
20000190,1001008,1,3100,90,6,"both",""
20000191,1002434,1,3100,90,3,"both",""
20000192,1002495,1,4300,90,6,"both","on_sale"
20000193,1002450,1,3500,90,6,"both",""
20000194,1002451,1,3500,90,6,"both",""
20000195,1002437,1,3200,90,4,"both","on_sale"
20000196,1002437,1,2900,90,9,"both",""
20000197,1001030,1,3200,90,4,"both","on_sale"
20000198,1001030,1,2900,90,9,"both",""
20000199,1002435,1,3700,90,7,"both","on_sale"
20000200,1002438,1,3200,90,3,"both","on_sale"
20000201,1002438,1,2900,90,9,"both",""
20000202,1000004,1,4000,90,2,"both","on_sale"
20000203,1002558,1,2700,90,5,"both","on_sale"
20000204,1002555,1,2900,90,2,"both","on_sale"
20000205,1002556,1,3100,90,2,"both",""
20000206,1002556,1,2800,90,9,"both",""
20000207,1002239,1,3200,90,2,"both","on_sale"
20000208,1002331,1,2500,90,6,"both",""
20000209,1002332,1,2700,90,6,"both",""
20000210,1002443,1,3200,90,2,"both","on_sale"
20000211,1002443,1,2800,90,9,"both",""
20000212,1002295,1,3300,90,2,"both","on_sale"
20000213,1001009,1,3000,90,5,"both","on_sale"
20000214,1001031,1,2500,90,5,"both","on_sale"
20000215,1001031,1,2200,90,9,"both",""
20000216,1001032,1,2500,90,6,"both","on_sale"
20000217,1001032,1,2200,90,9,"both",""
20000218,1001026,1,3500,90,2,"both",""
20000219,1001027,1,3500,90,2,"both",""
20000220,1002370,1,3200,90,2,"both",""
20000221,1002371,1,3200,90,2,"both",""
20000222,1002372,1,3200,90,6,"both",""
20000223,1002446,1,3200,90,2,"both","on_sale"
20000224,1002446,1,2900,90,9,"both",""
20000225,1001042,1,3700,90,3,"both","on_sale"
20000226,1001044,1,3700,90,3,"both","on_sale"
20000227,1001044,1,3600,90,9,"both",""
20000228,1001029,1,3700,90,3,"both","on_sale"
20000229,1001017,1,3700,90,3,"both","on_sale"
20000230,1001024,1,3700,90,3,"both","on_sale"
20000231,1001025,1,3700,90,3,"both","on_sale"
20000232,1001043,1,3900,90,3,"both","on_sale"
20000233,1001043,1,3400,90,9,"both",""
20000234,1002445,1,3200,90,2,"both","on_sale"
20000235,1002445,1,2900,90,9,"both",""
20000236,1002485,1,3100,90,10,"both","on_sale"
20000237,1002486,1,3100,90,6,"both","on_sale"
20000238,1002487,1,3100,90,6,"both","on_sale"
20000239,1002444,1,3200,90,2,"both","on_sale"
20000240,1002444,1,2900,90,9,"both",""
20000241,1002499,1,3500,90,5,"both","on_sale"
20000242,1002429,1,3700,90,7,"both",""
20000243,1002343,1,3700,90,8,"both",""
20000244,1002565,1,3500,90,2,"both",""
20000245,1002566,1,3100,90,5,"both","on_sale"
20000246,1002567,1,2700,90,7,"both",""
20000247,1002567,1,2500,90,9,"both",""
20000248,1000026,1,3400,90,7,"both",""
20000249,1000026,1,3100,90,9,"both",""
20000250,1001036,1,3400,90,7,"both",""
20000251,1001036,1,3100,90,9,"both",""
20000252,1002568,1,2200,90,8,"both","on_sale"
20000253,1002569,1,1800,90,3,"both","on_sale"
20000254,1002481,1,3800,90,2,"both","on_sale"
20000255,1002482,1,3800,90,2,"both","on_sale"
20000256,1002456,1,3200,90,1,"both","on_sale"
20000257,1002457,1,3200,90,1,"both","on_sale"
20000258,1002458,1,3200,90,1,"both","on_sale"
20000259,1002459,1,3200,90,1,"both","on_sale"
20000260,1002460,1,3200,90,1,"both","on_sale"
20000261,1002461,1,3200,90,1,"both","on_sale"
20000262,1002462,1,3200,90,1,"both","on_sale"
20000263,1002463,1,3200,90,1,"both","on_sale"
20000264,1002464,1,3200,90,1,"both","on_sale"
20000265,1002465,1,3200,90,1,"both","on_sale"
20000266,1002466,1,3200,90,1,"both","on_sale"
20000267,1002467,1,3200,90,1,"both","on_sale"
20000268,1002385,1,2700,90,6,"both","on_sale"
20000269,1002386,1,2700,90,6,"both","on_sale"
20000270,1002192,1,3000,90,6,"both","on_sale"
20000271,1002192,1,2700,90,7,"both",""
20000272,1002193,1,3000,90,6,"both","on_sale"
20000273,1002193,1,2700,90,7,"both",""
20000274,1002415,1,3300,90,6,"both",""
20000275,1002387,1,2700,90,6,"both","on_sale"
20000276,1000005,1,3500,90,6,"both","on_sale"
20000277,1001005,1,3500,90,6,"both","on_sale"
20000278,1001005,1,3200,90,9,"both",""
20000279,1001006,1,3500,90,6,"both","on_sale"
20000280,1001006,1,3200,90,9,"both",""
20000281,1002569,1,1500,90,9,"both",""
20000282,1002482,1,3200,90,9,"both",""
20000283,1002481,1,3800,90,9,"both",""
20000284,1002409,1,2800,90,6,"both","on_sale"
20000285,1002493,1,2600,90,6,"both","on_sale"
20000286,1002493,1,2400,90,9,"both",""
20000287,1001010,1,2500,90,6,"both","on_sale"
20000288,1002484,1,2500,90,6,"both","on_sale"
20000289,1001037,1,3100,90,6,"both","on_sale"
20000290,1001037,1,2900,90,9,"both",""
20000291,1002373,1,3100,90,6,"both",""
20000292,1002502,1,3200,90,6,"both","on_sale"
20000293,1002503,1,3200,90,6,"both","on_sale"
20000294,1002348,1,2300,90,6,"both","on_sale"
20000295,1002501,1,3100,90,6,"both","on_sale"
20000296,1002498,1,3400,90,6,"both","on_sale"
20000297,1001003,1,2700,90,6,"both","on_sale"
20000298,1001003,1,2400,90,9,"both",""
20000299,1001004,1,2700,90,6,"both","on_sale"
20000300,1001004,1,2400,90,9,"both",""
20000301,1002519,1,3000,90,6,"both","on_sale"
20000302,1002521,1,2700,90,6,"both","on_sale"
20000303,1002468,1,3500,90,6,"both",""
20000304,1002557,1,3500,90,6,"both","on_sale"
20000305,1000023,1,3700,90,6,"both","on_sale"
20000306,1000023,1,3400,90,9,"both",""
20000307,1002477,1,2400,90,6,"both","on_sale"
20000308,1002522,1,3000,90,6,"both","on_sale"
20000309,1002296,1,3200,90,6,"both","on_sale"
20000310,1002256,1,3100,90,6,"both","on_sale"
20000311,1002432,1,3100,90,6,"both","on_sale"
20000312,1002257,1,3100,90,6,"both",""
20000313,1002523,1,3100,90,6,"both","on_sale"
20000314,1002575,1,2800,90,6,"both","on_sale"
20000315,1002576,1,2800,90,6,"both","on_sale"
20000316,1002337,1,3500,90,6,"both","on_sale"
20000317,1002250,1,4000,90,9,"both",""
20000318,1002015,1,600,90,4,"both",""
20000319,1002070,1,600,90,4,"both",""
20000320,1002071,1,600,90,4,"both",""
20000321,1002396,1,1000,90,7,"both",""
20000322,1002251,1,3000,90,6,"both","on_sale"
20000323,1002251,1,2700,90,9,"both",""
20000324,1001011,1,2400,90,6,"both","on_sale"
20000325,1002240,1,2700,90,6,"both","on_sale"
20000326,1002591,1,3300,90,6,"both","on_sale"
20000327,1002650,1,3200,90,6,"both","on_sale"
20000328,1002597,1,3500,90,6,"both","on_sale"
20000329,1002608,1,3100,90,6,"both","on_sale"
20000330,1002345,1,2400,90,6,"both","on_sale"
20000331,1002335,1,2300,90,6,"both","on_sale"
20000332,1002317,1,2200,90,6,"both","on_sale"
20000333,1002318,1,2200,90,6,"both","on_sale"
20000334,1002265,1,3400,90,6,"both","on_sale"
20000335,1002593,1,3400,90,6,"both","on_sale"
20000336,1002552,1,3100,90,6,"both","on_sale"
20000337,1002552,1,2800,90,9,"both",""
20000338,1002545,1,3900,90,6,"both","on_sale"
20000339,1002653,1,3100,90,6,"both",""
20000340,1002691,1,3500,90,6,"both","on_sale"
20000341,1002691,1,3300,90,9,"both",""
20000342,1002692,1,3500,90,6,"both","on_sale"
20000343,1002692,1,3300,90,9,"both",""
20000344,1002694,1,3500,90,6,"both","on_sale"
20000345,1002694,1,3300,90,9,"both",""
20000346,1002594,1,3500,90,7,"both","on_sale"
20000347,1002678,1,3200,90,7,"both","on_sale"
20000348,1002536,1,3000,90,7,"both","on_sale"
20000349,1002544,1,3400,90,7,"both","on_sale"
20000350,1002526,1,3300,90,7,"both","on_sale"
20000351,1001033,1,3300,90,9,"both",""
20000352,1001033,1,3000,90,9,"both",""
20000353,1002543,1,3200,90,6,"both","on_sale"
20000354,1002661,1,3000,90,6,"both",""
20000355,1002542,1,3300,90,7,"both","on_sale"
20000356,1002667,1,3200,90,7,"both","on_sale"
20000357,1002187,1,300,90,4,"both",""
20000358,1002188,1,300,90,4,"both",""
20000359,1002031,1,500,90,7,"both",""
20000360,1002556,1,2500,90,9,"both",""
20000361,1002280,1,700,90,6,"both",""
20000362,1002279,1,700,90,6,"both",""
20000363,1001002,1,600,90,4,"female",""
20000364,1000023,1,300,90,9,"both",""
20000365,1002443,1,500,90,9,"both",""
20000366,1001032,1,400,90,9,"both",""
20000367,1001031,1,400,90,9,"both",""
20000368,1001006,1,400,90,9,"both",""
20000369,1002493,1,800,90,9,"both",""
20000370,1002197,1,500,90,6,"both",""
20000371,1002199,1,500,90,6,"both",""
20000372,1002196,1,500,90,6,"both",""
20000373,1002198,1,500,90,6,"both",""
20000374,1002307,1,400,90,5,"both",""
20000375,1002308,1,400,90,5,"both",""
20000376,1002367,1,400,90,5,"both",""
20000377,1001003,1,300,90,9,"both",""
20000378,1001004,1,300,90,9,"both",""
20000379,1000007,1,500,90,9,"both",""
20000380,1000009,1,400,90,7,"both",""
20000381,1000010,1,400,90,7,"both",""
20000382,1000011,1,400,90,7,"both",""
20000383,1000012,1,400,90,7,"both",""
20000384,1001014,1,400,90,7,"both",""
20000385,1001015,1,400,90,7,"both",""
20000386,1001016,1,400,90,7,"both",""
20000387,1002679,1,3400,90,7,"both","on_sale"
20000388,1002703,1,3400,90,7,"both","on_sale"
20000389,1002704,1,3400,90,7,"both","on_sale"
20000390,1002705,1,3400,90,7,"both","on_sale"
20000391,1002706,1,3400,90,7,"both","on_sale"
20000392,1001048,1,3000,90,7,"both","on_sale"
20000393,1001048,1,2700,90,9,"both",""
20000394,1001049,1,3000,90,7,"both","on_sale"
20000395,1001049,1,2700,90,9,"both",""
20000396,1002660,1,2900,90,7,"both","on_sale"
20000397,1002698,1,3400,90,7,"both","on_sale"
20000398,1002446,1,1500,90,9,"both",""
20000399,1002437,1,1500,90,9,"both",""
20000400,1002438,1,1500,90,9,"both",""
20000401,1002444,1,1500,90,9,"both",""
20000402,1001030,1,1500,90,9,"both",""
20000403,1002445,1,1500,90,9,"both",""
20000404,1002560,1,3000,90,7,"both","on_sale"
20000405,1002714,1,3100,90,7,"both","on_sale"
20000406,1000030,1,2700,90,7,"both",""
20000407,1000030,1,2300,90,9,"both",""
20000408,1000031,1,2700,90,7,"both",""
20000409,1000031,1,2300,90,9,"both",""
20000410,1000032,1,2700,90,7,"both",""
20000411,1000032,1,2300,90,9,"both",""
20000412,1001045,1,2700,90,7,"both",""
20000413,1001045,1,2300,90,9,"both",""
20000414,1001046,1,2700,90,7,"both",""
20000415,1001046,1,2300,90,9,"both",""
20000416,1001047,1,2700,90,7,"both",""
20000417,1001047,1,2300,90,9,"both",""
20000418,1002724,1,3000,90,7,"both","on_sale"
20000419,1002722,1,2800,90,7,"both","on_sale"
20000420,1002725,1,2800,90,7,"both","on_sale"
20000421,1002727,1,2700,90,7,"both","on_sale"
20000422,1002726,1,2900,90,7,"both","on_sale"
20000423,1002721,1,2800,90,7,"both","on_sale"
20000424,1002734,1,3500,90,7,"both",""
20000425,1002734,1,3200,90,9,"both",""
20000426,1001042,1,3400,90,6,"both",""
20000427,1001044,1,3700,90,9,"both",""
20000428,1002713,1,3300,90,7,"both","on_sale"
20000429,1002741,1,3500,90,7,"both","on_sale"
20000430,1002431,1,2900,90,7,"both","on_sale"
20000431,1002738,1,2800,90,7,"both","on_sale"
20000432,1002478,1,2900,90,7,"both","on_sale"
20000433,1002666,1,3300,90,7,"both","on_sale"
20000434,1000006,1,5000,90,7,"both","on_sale"
20000435,1002747,1,3300,90,7,"both","on_sale"
20000436,1002748,1,2800,90,7,"both","on_sale"
20000437,1002607,1,3000,90,7,"both","on_sale"
20000438,1002752,1,3500,90,7,"both","on_sale"
20000439,1002520,1,3100,90,7,"both","on_sale"
20000440,1002334,1,2800,90,7,"both","on_sale"
20000441,1002369,1,2700,90,7,"both",""
20000442,1002599,1,3300,90,7,"both","on_sale"
20000443,1002313,1,2500,90,7,"both","on_sale"
20000444,1002607,1,2800,90,9,"both",""
