_id,"flags","shuffleName","defaultMusic",minLevel,timeLimit,regenRate,traction,topx,topy,bottomx,bottomy,returnMap,forcedReturnMap,fieldType,fieldLimitations,decreaseHp,damagePerSecond,protectItem,shipKind,mobRate,link
913040103,"town","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,130000000,130000000,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,unused3,chalkboard",0,0,0,-1,0.59999990463,0
913040104,"town","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,130000000,130000000,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,unused3,chalkboard",0,0,0,-1,1.00000000000,0
913040105,"town","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,130000000,130000000,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,unused3,chalkboard",0,0,0,-1,1.00000000000,0
913040106,"town","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,130000000,130000000,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914000000,"town","","Bgm14/DragonLoad",0,0,1,1.000000000000000,-799,-600,799,180,914000000,914000000,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914000100,"town","","Bgm14/DragonLoad",0,0,1,1.000000000000000,-1394,-900,1394,180,914000000,914000000,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914000200,"town","","Bgm14/DragonNest",0,0,1,1.000000000000000,1216,-900,2654,180,914000000,914000000,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,0.69999992847,0
914000210,"","","Bgm14/DragonNest",0,0,1,1.000000000000000,-224,-900,1214,180,914000000,914000000,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914000220,"town","","Bgm14/DragonNest",0,0,1,1.000000000000000,-1664,-900,-226,180,914000000,914000000,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914000300,"town","","Bgm14/DragonNest",0,0,1,1.000000000000000,-2744,-900,-1666,180,914000300,914000300,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914000400,"town","","Bgm14/DragonNest",0,0,1,1.000000000000000,-1664,-900,-226,180,914000300,914000300,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914000410,"town","","Bgm14/DragonNest",0,0,1,1.000000000000000,-224,-900,1214,180,914000300,914000300,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914000420,"town","","Bgm14/DragonNest",0,0,1,1.000000000000000,1216,-900,2654,180,914000300,914000300,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914000500,"town","","Bgm14/DragonLoad",0,0,1,1.000000000000000,-1349,-900,1349,180,914000500,914000500,"no_clue2,no_clue3,no_clue5","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,unused1,no_clue5,no_clue6,no_clue7,no_clue8,unused3",0,0,0,-1,1.00000000000,0
914010000,"","","Bgm19/BambooGym",0,0,1,1.000000000000000,-3059,-1410,-991,260,140010100,999999999,"","",0,0,0,-1,1.40000009537,0
914010100,"","","Bgm19/BambooGym",0,0,1,1.000000000000000,-3059,-1410,-991,260,140010100,999999999,"","",0,0,0,-1,1.40000009537,0
914010200,"","","Bgm19/BambooGym",0,0,1,1.000000000000000,-3059,-1410,-991,260,140010100,999999999,"","",0,0,0,-1,1.40000009537,0
914020000,"","","Bgm19/RienVillage",0,0,1,1.000000000000000,-2609,-930,3059,260,140000000,140000000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue3,no_clue4,no_clue7,unused3",0,0,0,-1,1.00000000000,0
914030000,"","","Bgm19/SnowDrop",0,0,1,1.000000000000000,0,0,0,0,140010210,140010210,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue3,no_clue4,no_clue7,unused3",0,0,0,-1,1.00000000000,0
914090000,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090001,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090002,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090003,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090004,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090005,"town","","Bgm14/DragonNest",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"no_clue2,no_clue3,no_clue5","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090006,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090007,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090010,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090011,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090012,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090013,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090014,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090015,"","","Bgm00/FloralLife",0,0,1,1.000000000000000,-400,-300,400,300,999999999,999999999,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090100,"","","Bgm19/RienVillage",0,0,1,1.000000000000000,-400,-300,400,300,140000000,140000000,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090200,"","","Bgm19/RienVillage",0,0,1,1.000000000000000,-400,-300,400,300,140000000,140000000,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
914090201,"","","Bgm15/MureungHill",0,0,1,1.000000000000000,-400,-300,400,300,140030000,140030000,"","jump,movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue2,no_clue3,no_clue4,unused1,no_clue5,no_clue6,drop_down,no_clue7,no_clue8,unused2,unused3,chalkboard",0,0,0,-1,1.00000000000,0
920010000,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-850,-1928,1570,325,920011200,920011200,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010100,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-440,-2535,359,171,920011200,920011200,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,0.69999992847,0
920010200,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-1435,-1521,1614,111,920011200,920011200,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,5.99999666214,0
920010300,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-436,-3619,364,50,920011200,920011200,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010400,"shuffle_reactors","lp","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010500,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010600,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010601,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,3.99999833107,0
920010602,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
920010603,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
920010604,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"no_clue1,no_clue4","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
920010700,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010800,"shuffle_reactors","pot","Bgm08/PlotOfPixie",0,0,1,1.000000000000000,-1030,-1060,490,720,920011200,920011200,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010900,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-443,-929,357,2775,920011200,920011200,"no_clue1,no_clue4","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010910,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010911,"everlast","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010912,"everlast","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010920,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010921,"everlast","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010922,"everlast","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010930,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010931,"everlast","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920010932,"everlast","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,0,0,0,0,920011200,920011200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920011000,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-443,600,357,3417,920011200,920011200,"no_clue1,no_clue4","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920011100,"shuffle_reactors","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-400,-1815,400,1200,920011300,920011300,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,1.00000000000,0
920011200,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-270,-336,810,510,920011200,920011200,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4",0,0,0,-1,1.00000000000,0
920011300,"","","Bgm13/TowerOfGoddess",0,0,1,1.000000000000000,-400,-735,400,1200,920011200,920011200,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4",0,0,0,-1,1.00000000000,0
920020000,"","","Bgm04/Shinin'Harbor",0,0,1,1.000000000000000,0,0,0,0,200000000,999999999,"","mystic_door,no_clue1",0,0,0,-1,0.89999997616,0
920030000,"","","Bgm04/Shinin'Harbor",0,0,1,1.000000000000000,-39,-1800,1209,220,200060000,200060000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,no_clue3,no_clue4,no_clue7,unused3",0,0,0,-1,1.50000011921,0
920030001,"","","Bgm18/BlackWing",0,0,1,1.000000000000000,-309,-1800,1299,220,200060000,200060000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue3,no_clue4,no_clue7,unused3",0,0,0,-1,1.50000011921,0
921100000,"","","Bgm05/HellGate",0,0,1,1.000000000000000,-3225,-720,-465,-30,211000000,211041900,"","summoning_bag,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,0.79999995232,0
921100100,"","","Bgm04/WarmRegard",0,0,1,0.200000002980000,-405,-1300,675,450,211000000,211040200,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,drop_down,no_clue7",10,0,0,-1,0.79999995232,0
921100200,"","","Bgm05/HellGate",0,0,1,1.000000000000000,-1335,-720,-225,-70,211000000,211041900,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,0.39999991655,0
921100210,"","","Bgm05/WolfWood",0,0,1,0.200000002980000,-405,-1020,585,650,211000000,211040700,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,no_clue7",10,0,0,-1,0.79999995232,0
921100300,"","","Bgm04/WarmRegard",0,0,1,0.200000002980000,-1170,-1140,450,383,211000000,211000001,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,no_clue7",10,0,0,-1,0.69999992847,0
921100301,"","","Bgm04/WarmRegard",0,0,1,0.200000002980000,0,0,0,0,211000000,999999999,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4",10,0,0,-1,0.89999997616,0
921110000,"","","Bgm04/WarmRegard",0,0,1,0.200000002980000,0,0,0,0,211050000,211050000,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,no_clue3,no_clue4,no_clue5,no_clue7,unused3",10,0,1102109,-1,1.20000004768,0
922000000,"town","","Bgm07/WaltzForWork",0,0,1,1.000000000000000,-1633,-315,5423,285,922000009,922000009,"","movement_skills,summoning_bag,mystic_door,regular_exp_loss,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
922000009,"town","","Bgm07/WaltzForWork",0,0,1,1.000000000000000,-283,-315,570,285,922000009,922000009,"","movement_skills,summoning_bag,mystic_door,regular_exp_loss,vip_rock,mount,no_clue4",0,0,0,-1,1.00000000000,0
922000010,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-3526,400,3900,221024400,221024400,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,0.89999997616,0
922000020,"town","","Bgm07/WaltzForWork",0,0,1,1.000000000000000,-1992,-344,1462,285,220030400,220030400,"","movement_skills,mystic_door,vip_rock,mount,no_clue4",0,0,0,-1,1.00000000000,0
922000021,"town","","Bgm07/WaltzForWork",0,0,1,1.000000000000000,-1992,-344,1462,285,220030400,220030400,"","movement_skills,mystic_door,vip_rock,mount,no_clue4",0,0,0,-1,1.00000000000,0
922010000,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-1000,400,30,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,drop_down",0,0,0,-1,4.99999761581,0
922010100,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-4000,400,360,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010200,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-3100,400,330,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010201,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-4320,400,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010300,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-3150,400,90,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010400,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-2600,400,180,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010401,"","","Bgm09/DarkShadow",0,0,1,1.000000000000000,0,0,0,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
922010402,"","","Bgm09/DarkShadow",0,0,1,1.000000000000000,0,0,0,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
922010403,"","","Bgm09/DarkShadow",0,0,1,1.000000000000000,0,0,0,0,922010000,922010000,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
922010404,"","","Bgm09/DarkShadow",0,0,1,1.000000000000000,0,0,0,0,922010000,922010000,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
922010405,"","","Bgm09/DarkShadow",0,0,1,1.000000000000000,0,0,0,0,922010000,922010000,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
922010500,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-1900,400,500,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010501,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-4320,400,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,drop_down,no_clue7",0,0,0,-1,4.99999761581,0
922010502,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-4320,400,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010503,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-4320,400,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010504,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-4320,400,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010505,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-4320,400,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010506,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-4320,400,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010600,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-3600,400,-30,922010000,922010000,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
922010700,"","","Bgm07/Fantasia",0,0,1,1.000000000000000,-400,-2160,400,0,922010000,922010000,"","summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,mount,no_clue4,no_clue7",0,0,0,-1,4.99999761581,0
