itemid,"flags","cure_ailments",effect,hp,mp,hp_percentage,mp_percentage,move_to,decrease_hunger,decrease_fatigue,carnival_points,create_item,prob,buff_time,weapon_attack,magic_attack,weapon_defense,magic_defense,accuracy,avoid,speed,jump,morph,"drop_up",drop_up_item,drop_up_item_range,drop_up_map_ranges,defense_vs_ice,defense_vs_fire,defense_vs_lightning,defense_vs_poison,defense_vs_stun,defense_vs_weakness,defense_vs_curse,defense_vs_darkness,defense_vs_seal
2022340,"","",0,0,0,0,0,0,0,0,0,0,0,60,90,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022341,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,50,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022342,"","",0,0,0,0,0,0,0,0,0,0,0,30,0,200,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022343,"","",0,0,0,0,0,0,0,0,0,0,0,10,0,700,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022344,"","",0,0,0,0,0,0,0,0,0,0,0,5,0,1000,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022345,"","",0,0,0,0,0,0,0,0,0,0,0,1800,25,30,30,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022352,"","",0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022354,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022355,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022356,"","",0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022357,"","",0,0,0,0,0,0,0,0,0,0,0,900,8,8,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022358,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,5,3,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022359,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022360,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022361,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022362,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022363,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,6,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022364,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022365,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022366,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022367,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022368,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,12,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022369,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,15,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022370,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,40,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022371,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,40,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022372,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,8,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022373,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,7,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022374,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022375,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022376,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022377,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,14,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022378,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,17,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022379,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,50,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022380,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,50,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022381,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022382,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,9,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022383,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022384,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022385,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022386,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,16,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022387,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,19,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022388,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,60,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022389,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,60,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022390,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,12,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022391,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,11,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022392,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022393,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022394,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022395,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022396,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,21,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022397,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,70,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022398,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,70,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022399,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,14,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022400,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,13,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022401,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022402,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022403,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022404,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022405,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,23,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022406,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,80,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022407,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,80,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022408,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,16,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022409,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,15,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022410,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022411,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022412,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022413,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,22,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022414,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,25,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022415,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,90,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022416,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,90,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022417,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,18,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022418,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,17,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022419,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022420,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022421,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022422,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022423,"","",0,0,0,0,0,0,0,0,0,0,0,3600,20,20,100,100,50,50,10,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022424,"","",0,0,0,0,0,0,0,0,0,0,0,1200,10,10,30,30,20,20,3,3,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022428,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022429,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022430,"auto_consume,party_item","",0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022431,"auto_consume,party_item","",0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022432,"auto_consume,party_item","",0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022433,"auto_consume,party_item","darkness,poison,curse,seal,weakness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022434,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022436,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,7,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022437,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,5,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022438,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,10,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022439,"","",0,0,0,0,0,0,0,0,0,0,0,300,0,200,-25,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022440,"","",0,0,0,0,0,0,0,0,0,0,0,300,0,0,120,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022441,"","",0,0,0,0,0,0,0,0,0,0,0,600,40,0,-30,0,0,50,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022442,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022443,"","",0,0,0,0,0,0,0,0,0,0,0,1200,5,5,0,0,0,0,5,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022444,"","",0,0,0,0,0,0,0,0,0,0,0,48,10,10,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022445,"","",0,0,0,0,0,0,0,0,0,0,0,48,0,0,30,30,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022446,"","",0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,10,3,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022447,"no_mouse_cancel","",0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,20,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022448,"","",0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,20,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022449,"","",1,0,0,0,0,0,0,0,0,0,0,3600,35,45,250,250,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022450,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022451,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022452,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022453,"","",0,0,0,0,0,0,0,0,0,0,0,600,20,20,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022454,"","",0,0,0,0,0,0,0,0,0,0,0,600,10,10,80,0,0,0,5,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022455,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022456,"","",0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022457,"","",0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022458,"","",0,0,0,0,0,0,0,0,0,0,0,3600,5,10,20,20,0,0,10,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022459,"meso_up","",0,0,0,0,0,0,0,0,0,0,30,3600,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022460,"meso_up","",0,0,0,0,0,0,0,0,0,0,50,2400,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022461,"meso_up","",0,0,0,0,0,0,0,0,0,0,100,1800,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022462,"","",0,0,0,0,0,0,0,0,0,0,50,3600,0,0,0,0,0,0,0,0,0,"all_items",0,0,0,0,0,0,0,0,0,0,0,0
2022463,"","",0,0,0,0,0,0,0,0,0,0,100,1800,0,0,0,0,0,0,0,0,0,"all_items",0,0,0,0,0,0,0,0,0,0,0,0
2022465,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022466,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022467,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022468,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022476,"","",0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022477,"","",0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022478,"","",0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022479,"","",0,0,0,0,0,0,0,0,0,0,0,600,8,8,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022480,"","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,10,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022481,"","",0,0,0,0,0,0,0,0,0,0,0,300,0,0,10,10,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022482,"","",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022496,"","",0,0,0,0,0,0,0,0,0,0,0,900,5,5,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022499,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022500,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022501,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,20,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022502,"","",0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022503,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022504,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022505,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022506,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022507,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022508,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022509,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022510,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022511,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022512,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022513,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022514,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022515,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022516,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022517,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022518,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022519,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022520,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022521,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022522,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022523,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022524,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022526,"","",0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022527,"","",0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022528,"","",0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022529,"meso_up","",0,0,0,0,0,0,0,0,0,0,100,1800,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022530,"","",0,0,0,0,0,0,0,0,0,0,100,1800,0,0,0,0,0,0,0,0,0,"all_items",0,0,0,0,0,0,0,0,0,0,0,0
2022531,"","",0,0,0,0,0,0,0,0,0,0,100,3600,0,0,0,0,0,0,0,0,0,"all_items",0,0,0,0,0,0,0,0,0,0,0,0
2022536,"no_mouse_cancel","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022537,"no_mouse_cancel","",0,0,0,0,0,0,0,0,0,0,0,1800,30,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022538,"","",0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022539,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022540,"","",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,40,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022541,"","",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022542,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022543,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022544,"","darkness,poison,curse,seal,weakness",0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022545,"","",0,0,0,0,0,0,0,0,0,0,0,1800,25,30,30,0,0,0,0,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022546,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022547,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022548,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022549,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022550,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022552,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022553,"","",0,0,0,0,0,0,0,0,0,0,0,2400,3,6,0,0,0,0,10,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
