mobid,mob_level,"flags",hp,mp,hp_recovery,mp_recovery,explode_hp,experience,link,summon_type,knockback,fixed_damage,death_buff,death_after,traction,damaged_by_skill_only,damaged_by_mob_only,drop_item_period,hp_bar_color,hp_bar_bg_color,carnival_points,physical_attack,physical_defense,magical_attack,magical_defense,accuracy,avoidability,speed,chase_speed,"ice_modifier","fire_modifier","poison_modifier","lightning_modifier","holy_modifier","nonelemental_modifier"
9300252,45,"",2550,0,0,0,0,110,4110301,1,250,0,0,0,10.0,0,0,0,0,0,0,135,150,0,160,200,20,-20,-20,"normal","normal","normal","normal","normal","normal"
9300253,50,"",3000,40,0,0,0,135,5110300,1,300,0,0,0,10.0,0,0,0,0,0,0,140,170,0,200,80,15,-20,-20,"normal","normal","normal","normal","normal","normal"
9300254,73,"auto_aggro",20000,240,0,0,0,300,9300143,1,3000,0,0,0,10.0,0,0,0,0,0,0,280,290,200,300,200,20,-20,-20,"normal","normal","normal","normal","normal","normal"
9300255,47,"auto_aggro",23000,240,0,0,0,300,9300144,1,3000,0,0,0,10.0,0,0,0,0,0,0,250,290,200,300,130,20,-10,-10,"normal","normal","normal","normal","normal","normal"
9300256,60,"",1500,100,0,0,0,0,9410012,0,1,0,0,0,10.0,0,0,0,0,0,0,160,160,0,160,140,10,-15,-15,"normal","normal","normal","normal","normal","normal"
9300257,60,"",6000,400,0,0,0,280,9410013,1,600,0,0,0,10.0,0,0,0,0,0,0,210,180,225,190,155,20,-15,-15,"normal","normal","normal","normal","normal","normal"
9300258,65,"",11000,80,50,2,0,255,6300000,1,2000,0,0,0,10.0,0,0,0,0,0,0,182,170,270,245,110,24,-50,-50,"strong","weak","normal","normal","normal","normal"
9300259,20,"",350,30,0,0,0,32,2220100,1,1,0,0,0,10.0,0,0,0,0,0,0,90,10,0,60,55,7,5,5,"normal","normal","normal","normal","normal","normal"
9300260,80,"",50000,500,100,5,0,2000,9300203,0,3000,0,0,0,0.0,0,0,0,0,0,0,450,420,605,450,150,30,-20,-20,"normal","normal","immune","normal","weak","normal"
9300261,88,"undead",37000,200,0,0,0,1600,8140101,1,3000,0,0,0,10.0,0,0,0,0,0,0,390,800,430,495,170,28,-20,10,"normal","normal","normal","normal","weak","normal"
9300262,88,"",37000,200,0,0,0,1600,8140102,1,3000,0,0,0,10.0,0,0,0,0,0,0,390,800,430,495,170,28,0,10,"weak","strong","normal","normal","normal","normal"
9300263,88,"",37000,200,0,0,0,1600,8140103,1,3000,0,0,0,10.0,0,0,0,0,0,0,390,800,430,495,170,28,0,10,"strong","weak","normal","normal","normal","normal"
9300264,103,"",60000,250,0,0,0,3150,8150302,1,5000,0,0,0,10.0,0,0,0,0,0,0,505,900,540,580,205,38,-20,-20,"normal","normal","normal","normal","normal","normal"
9300265,101,"",57000,250,0,0,0,3050,8150301,1,5000,0,0,0,10.0,0,0,0,0,0,0,495,850,535,570,205,38,-20,-20,"strong","weak","normal","normal","normal","normal"
9300266,71,"boss",10000,200,0,0,5000,0,8500003,1,10000,0,0,0,10.0,0,0,0,0,0,0,500,300,0,300,999,23,0,0,"weak","strong","normal","normal","normal","normal"
9300267,80,"boss",10000,200,0,0,5000,0,8500004,1,10000,0,0,0,10.0,0,0,0,0,0,0,500,300,0,500,999,15,0,0,"weak","strong","normal","normal","normal","normal"
9300268,71,"boss,auto_aggro",93000,200,2200,10,0,1580,9300200,1,1500,0,0,0,10.0,0,0,0,1,5,0,285,335,310,265,175,30,-30,-30,"normal","normal","normal","normal","normal","normal"
9300269,20,"boss,auto_aggro",2000,100,0,0,0,35,0,1,50,0,0,0,10.0,0,0,0,0,0,0,90,10,20,60,55,7,-10,-10,"normal","normal","normal","normal","normal","normal"
9300270,80,"auto_aggro",10000,300,0,0,0,10,0,1,10001,0,0,0,10.0,0,0,0,0,0,0,100,100,100,100,55,15,40,40,"normal","normal","normal","normal","normal","normal"
9300271,6,"",50,35,0,0,0,10,210100,1,1,0,0,0,10.0,0,0,0,0,0,0,32,5,0,10,35,1,-20,-20,"normal","normal","normal","weak","normal","normal"
9300272,8,"",80,45,0,0,0,15,1210102,1,1,0,0,0,10.0,0,0,0,0,0,0,42,0,0,10,42,1,0,0,"normal","normal","normal","normal","normal","normal"
9300273,7,"",75,40,0,0,0,15,1210100,1,1,0,0,0,10.0,0,0,0,0,0,0,37,5,0,20,40,0,0,0,"normal","normal","normal","normal","normal","normal"
9300274,8,"",80,45,0,0,0,15,0,1,1,0,0,0,10.0,0,0,0,0,0,0,42,0,0,10,42,0,0,0,"normal","normal","normal","normal","normal","normal"
9300275,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300276,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300277,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300278,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300279,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300280,10,"",10,10,0,0,0,1,0,1,1,0,0,10,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300281,10,"",10,10,0,0,0,1,0,1,1,0,0,10,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300282,10,"",10,10,0,0,0,1,0,1,1,0,0,10,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300283,10,"",10,10,0,0,0,1,0,1,1,0,0,10,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300284,10,"",10,10,0,0,0,1,0,1,1,0,0,10,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300285,30,"boss,auto_aggro",10000,120,0,0,0,0,0,1,300,0,0,0,10.0,0,0,0,1,5,0,120,45,110,50,65,10,-30,-30,"normal","normal","normal","normal","normal","normal"
9300286,20,"",350,30,0,0,0,32,2220100,1,1,0,0,0,10.0,0,0,0,0,0,0,80,10,0,60,55,7,5,5,"normal","normal","normal","normal","normal","normal"
9300287,90,"boss,auto_aggro",220000,300,110,5,0,5200,0,1,3000,0,0,0,10.0,0,0,0,1,5,0,450,800,430,500,195,38,0,0,"normal","normal","normal","normal","normal","normal"
9300288,90,"boss,flying",220000,300,110,5,0,5200,0,0,3000,0,0,0,10.0,0,0,0,0,0,0,450,800,430,500,195,38,0,0,"normal","normal","immune","normal","weak","normal"
9300289,90,"boss,auto_aggro",220000,3000,110,5,0,5200,0,1,3000,0,0,0,10.0,0,0,0,1,5,0,450,800,430,500,195,38,-70,-70,"strong","strong","strong","strong","normal","normal"
9300290,90,"boss,auto_aggro",220000,300,110,5,0,5200,0,1,3000,0,0,0,10.0,0,0,0,1,5,0,450,800,430,500,195,38,-20,-20,"strong","normal","normal","weak","normal","normal"
9300291,100,"boss,public_reward,auto_aggro",560000,500,200,5,0,3500,0,1,5000,0,0,0,10.0,0,0,0,1,5,0,500,800,550,800,180,40,-20,-20,"weak","strong","normal","normal","normal","normal"
9300292,100,"boss,public_reward,auto_aggro",560000,500,200,5,0,3500,0,1,5000,0,0,0,10.0,0,0,0,1,5,0,500,800,550,800,180,40,-20,-20,"normal","normal","weak","strong","normal","normal"
9300293,100,"boss,auto_aggro",560000,500,200,5,0,3500,0,1,5000,0,0,0,10.0,0,0,0,1,5,0,500,800,550,800,180,40,-20,-20,"strong","strong","normal","normal","normal","normal"
9300294,100,"boss,public_reward,auto_aggro",560000,500,200,5,0,3500,0,1,5000,0,0,0,10.0,0,0,0,1,5,0,500,800,550,800,180,40,0,0,"normal","weak","normal","normal","normal","normal"
9300295,100,"boss,invincible",10000,100,30,2,0,1,0,1,90000,1,0,0,0.0,0,0,0,0,0,0,30000,30000,100,30000,150,10,0,0,"normal","normal","normal","normal","normal","normal"
9300296,100,"boss,invincible",10000,100,30,2,0,1,0,1,90000,1,0,10,0.0,0,0,0,0,0,0,1,1,1,1,3000,3000,0,0,"normal","normal","normal","normal","normal","normal"
9300297,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300298,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300299,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300300,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300301,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300302,10,"",10,10,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9300303,10,"boss,flying,auto_aggro",3,10,0,0,0,1,4230107,1,1,1,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300304,10,"boss,flying,auto_aggro",3,10,0,0,0,1,4230107,1,1,1,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300305,10,"boss,flying,auto_aggro",3,10,0,0,0,1,4230107,1,1,1,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300306,10,"boss,flying,auto_aggro",3,10,0,0,0,1,4230107,1,1,1,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300307,10,"boss,flying,auto_aggro",3,10,0,0,0,1,4230107,1,1,1,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300308,10,"boss",160,10,0,0,0,1,7130500,1,1,1,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300309,10,"boss",10,10,0,0,0,1,0,1,1,1,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300310,10,"boss",10,10,0,0,0,1,0,1,1,1,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300311,200,"boss,invincible,damaged_by_normal_attacks_only",330000000,500,0,0,0,35,0,0,1000,1,0,30,10.0,0,0,0,0,0,0,1,1,1,1,150,999,-23,-23,"normal","normal","normal","normal","normal","normal"
9300312,10,"boss",10,10,0,0,0,1,0,1,1,10,0,0,10.0,0,0,0,0,0,0,20,10,0,10,10,0,-20,-20,"normal","normal","normal","normal","normal","normal"
9300313,200,"boss,auto_aggro,damaged_by_normal_attacks_only",10,10,0,5,0,1,0,1,0,3,0,0,10.0,0,0,0,0,0,0,0,0,0,10,999,0,-20,-20,"normal","normal","normal","normal","normal","normal"
9300314,200,"boss,damaged_by_normal_attacks_only",10,10,0,5,0,1,0,1,2,3,0,0,10.0,0,0,0,0,0,0,20,10,0,10,999,0,-20,-20,"normal","normal","normal","normal","normal","normal"
9300315,51,"boss,auto_aggro",3500,80,0,0,0,1,6130200,1,350,0,0,0,10.0,0,0,0,0,0,1,130,130,140,130,90,18,-30,-30,"normal","normal","normal","normal","normal","normal"
9300316,53,"boss,auto_aggro",4500,90,0,2,0,2,6230400,1,450,0,0,0,10.0,0,0,0,0,0,2,140,140,160,140,95,19,-20,-20,"strong","normal","normal","strong","weak","normal"
9300317,55,"boss,auto_aggro",5500,100,0,0,0,3,6230300,1,550,0,0,0,10.0,0,0,0,0,0,3,150,150,180,150,100,20,-30,-30,"normal","normal","normal","normal","normal","normal"
9300318,57,"boss,auto_aggro",6500,110,0,2,0,4,6230500,1,650,0,0,0,10.0,0,0,0,0,0,4,160,160,200,160,105,21,-40,-40,"immune","normal","normal","strong","weak","normal"
9300319,59,"boss,auto_aggro",7500,120,0,2,0,5,8140200,1,750,0,0,0,10.0,0,0,0,0,0,5,170,175,220,170,110,22,-40,-40,"normal","weak","normal","normal","weak","normal"
9300320,61,"boss,auto_aggro",8500,130,0,0,0,6,0,1,850,0,0,0,10.0,0,0,0,0,0,6,180,190,240,180,115,23,-40,-40,"weak","strong","normal","normal","normal","normal"
9300321,63,"boss,auto_aggro",9500,140,0,0,0,7,0,1,950,0,0,0,10.0,0,0,0,0,0,7,190,205,260,190,120,24,-40,-40,"weak","strong","normal","normal","normal","normal"
9300322,65,"boss,auto_aggro",10500,150,0,0,0,8,7140000,1,1050,0,0,0,10.0,0,0,0,0,0,8,200,220,280,200,125,25,-30,-30,"strong","weak","normal","normal","normal","normal"
9300323,67,"boss,auto_aggro",11500,160,0,0,0,9,7130010,1,1150,0,0,0,10.0,0,0,0,0,0,9,210,235,300,210,130,26,-30,-30,"normal","weak","normal","normal","weak","normal"
9300324,69,"boss,auto_aggro",12500,170,0,0,0,10,8141000,1,1250,0,0,0,10.0,0,0,0,0,0,10,220,250,320,220,135,27,-40,-40,"normal","strong","normal","weak","normal","normal"
9300325,200,"boss,invincible",99999999,10,0,10,0,1,0,1,0,1,0,0,10.0,0,0,0,0,0,0,5,5,0,10,999,0,0,0,"normal","normal","normal","normal","normal","normal"
9300326,50,"boss,auto_aggro",10000,300,100,5,0,400,0,0,1000,0,0,0,0.0,0,0,0,0,0,0,160,110,220,150,80,20,-20,-20,"normal","normal","immune","normal","weak","normal"
9300327,50,"boss,cannot_damage_player,player_cannot_damage",30000,300,100,5,0,0,0,0,2000,0,0,0,0.0,0,0,0,0,0,0,350,300,400,300,100,25,-20,-20,"normal","normal","immune","normal","weak","normal"
9300328,1,"",9,0,0,0,0,1,0,1,1,0,0,0,10.0,0,0,0,0,0,0,17,0,0,0,20,0,-40,-40,"normal","normal","normal","normal","normal","normal"
9300329,15,"boss,invincible",10000,200,0,0,0,0,0,1,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,"normal","normal","normal","normal","normal","normal"
9300330,10,"boss,invincible,auto_aggro",40000,100,0,0,0,0,0,1,10000,0,0,10,10.0,0,0,0,0,0,0,0,0,0,0,999,800,0,0,"normal","normal","normal","normal","normal","normal"
9300331,10,"boss",10,10,0,0,0,10,0,0,10,0,0,5,0.0,0,0,0,0,0,0,10,10,10,10,10,10,0,0,"normal","normal","normal","normal","normal","normal"
9300332,40,"auto_aggro",1930,130,0,0,0,95,0,1,0,0,0,0,10.0,0,0,0,0,0,0,120,140,140,160,170,18,-10,-10,"normal","normal","normal","normal","normal","normal"
9300334,49,"auto_aggro",9000,220,0,0,0,580,0,1,0,0,0,0,10.0,0,0,0,0,0,0,140,140,180,250,140,25,-60,-60,"strong","strong","normal","strong","strong","normal"
9300335,41,"auto_aggro",2080,150,0,0,0,99,0,1,0,0,0,0,10.0,0,0,0,0,0,0,130,120,135,120,160,16,-40,-40,"normal","normal","normal","normal","normal","normal"
9300336,46,"auto_aggro",2600,170,0,0,0,110,0,1,300,0,0,0,10.0,0,0,0,0,0,0,135,160,158,210,180,20,-50,-50,"normal","normal","normal","normal","normal","normal"
9300337,46,"auto_aggro",2600,170,0,0,0,110,0,1,300,0,0,10,10.0,0,0,0,0,0,0,135,160,158,210,180,20,-50,-50,"normal","normal","normal","normal","normal","normal"
9300338,1,"boss,invincible,cannot_damage_player,player_cannot_damage",2090000000,0,0,0,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,"normal","normal","normal","normal","normal","normal"
9300339,15,"boss,invincible,auto_aggro",200000,10000,0,0,0,5,0,1,0,0,0,0,10.0,0,0,0,0,0,0,1,99999,1,99999,999,0,-40,-40,"normal","normal","normal","normal","normal","normal"
9300340,15,"",100,100,0,0,0,6,0,1,0,6,0,600,10.0,0,0,0,0,0,0,1,10,1,10,10,0,0,0,"normal","normal","normal","normal","normal","normal"
9300341,6,"",50,35,0,0,0,10,210100,1,1,0,0,0,10.0,0,0,0,0,0,0,32,5,0,10,35,1,-20,-20,"normal","normal","normal","weak","normal","normal"
9300342,8,"",80,45,0,0,0,15,1210102,1,1,0,0,0,10.0,0,0,0,0,0,0,42,0,0,10,42,1,0,0,"normal","normal","normal","normal","normal","normal"
9300343,7,"",75,40,0,0,0,15,1210100,1,1,0,0,0,10.0,0,0,0,0,0,0,37,5,0,20,40,0,0,0,"normal","normal","normal","normal","normal","normal"
9300344,28,"boss,auto_aggro",8000,80,100,50,0,0,9300285,1,300,0,0,0,10.0,0,0,0,1,5,0,115,45,105,45,55,9,-30,-30,"normal","normal","normal","normal","normal","normal"
9300345,31,"boss,auto_aggro",12000,120,150,50,0,0,9300285,1,300,0,0,0,10.0,0,0,0,1,5,0,125,55,115,65,65,11,-30,-30,"normal","normal","normal","normal","normal","normal"
9300346,37,"boss,auto_aggro",20000,200,200,100,0,0,9300285,1,400,0,0,0,10.0,0,0,0,1,5,0,135,70,125,40,75,15,-30,-30,"normal","normal","normal","normal","normal","normal"
9300347,45,"auto_aggro",5000,120,300,2,0,110,0,1,250,0,0,0,0.0,0,0,0,0,0,0,140,150,155,160,195,16,0,0,"normal","weak","normal","normal","normal","normal"
9300348,45,"boss",25000,200,0,0,0,0,0,1,800,0,0,0,10.0,0,0,0,1,5,0,165,180,165,120,165,16,-30,-30,"normal","normal","normal","normal","normal","normal"
9300349,999,"",99,99,0,0,0,0,0,1,99999,0,0,5,10.0,0,0,0,0,0,0,99,99,99,99,99,999,0,0,"normal","normal","normal","normal","normal","normal"
9300350,54,"boss,auto_aggro",22000,160,500,10,0,0,0,1,400,0,0,0,10.0,0,0,0,0,0,0,180,220,160,200,140,18,-30,-30,"normal","normal","normal","normal","normal","normal"
9300351,54,"boss",44000,200,0,0,0,0,0,1,400,0,0,0,10.0,0,0,0,1,5,0,200,160,190,220,140,18,0,0,"normal","normal","normal","normal","normal","normal"
9300352,999,"",99,99,0,0,0,0,0,1,9999,0,0,5,10.0,0,0,0,0,0,0,99,99,99,99,99,99,0,0,"normal","normal","normal","normal","normal","normal"
9300353,999,"",99,99,0,0,0,0,0,1,9999,0,0,5,10.0,0,0,0,0,0,0,99,99,99,99,99,99,0,0,"normal","normal","normal","normal","normal","normal"
9300354,150,"",100000,400,0,0,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,550,700,0,650,220,18,20,20,"normal","normal","normal","normal","normal","normal"
9300355,63,"boss,auto_aggro",75000,140,0,0,0,0,9001009,1,1200,0,0,0,10.0,0,0,0,1,5,0,220,205,250,250,170,22,-30,-30,"normal","normal","normal","normal","normal","normal"
9300356,1,"boss,auto_aggro",30,0,0,5,0,1,0,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,5,0,20,40,2,3,3,"normal","normal","normal","normal","normal","normal"
9300357,1,"boss",10,0,0,5,0,1,9300356,1,0,3,0,0,10.0,0,0,0,0,0,0,0,10,0,30,55,4,3,3,"normal","normal","normal","normal","normal","normal"
9300358,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,30,0,40,65,8,3,3,"normal","normal","normal","normal","normal","normal"
9300359,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,40,0,70,75,10,3,3,"normal","normal","normal","normal","normal","normal"
9300360,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,50,0,70,110,12,3,3,"normal","normal","normal","normal","normal","normal"
9300361,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,70,0,120,150,14,3,3,"normal","normal","normal","normal","normal","normal"
9300362,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,130,0,160,120,18,3,3,"normal","normal","normal","normal","normal","normal"
9300363,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,220,0,300,140,20,3,3,"normal","normal","normal","normal","normal","normal"
9300364,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,640,0,570,150,21,3,3,"normal","normal","normal","normal","normal","normal"
9300365,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,750,0,690,160,22,3,3,"normal","normal","normal","normal","normal","normal"
9300366,1,"boss,auto_aggro",10,0,0,5,0,1,9300356,1,50000,3,0,0,10.0,0,0,0,0,0,0,0,980,0,1450,170,23,3,3,"normal","normal","normal","normal","normal","normal"
9300367,10,"boss,auto_aggro",1000,30,10,10,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,40,0,20,50,50,2,-80,-80,"normal","normal","normal","normal","normal","normal"
9300368,20,"boss,auto_aggro",2000,30,10,1,0,0,9300367,1,1,0,0,0,10.0,0,0,0,0,0,0,65,20,0,30,60,8,-80,-80,"normal","normal","normal","normal","normal","normal"
9300369,30,"boss,auto_aggro",7000,30,10,1,0,0,9300367,1,1,0,0,0,10.0,0,0,0,0,0,0,80,85,0,90,145,25,-80,-80,"normal","normal","normal","normal","normal","normal"
9300370,40,"boss,auto_aggro",7700,200,50,20,0,445,9300367,1,1,0,0,0,10.0,0,0,0,0,0,0,110,100,0,120,130,18,-80,-80,"normal","normal","normal","normal","normal","normal"
9300371,50,"boss,auto_aggro",9800,100,800,50,0,410,9300367,1,1,0,0,0,10.0,0,0,0,0,0,0,120,110,0,150,100,20,-80,-80,"normal","normal","normal","normal","normal","normal"
9300372,60,"boss,auto_aggro",25000,200,1250,10,0,0,9300367,1,1000,0,0,0,10.0,0,0,0,0,0,0,130,120,175,120,100,20,-80,-80,"normal","normal","normal","normal","normal","normal"
9300373,70,"boss,auto_aggro",31000,200,1400,50,0,810,9300367,1,1500,0,0,0,10.0,0,0,0,0,0,0,160,190,200,220,150,30,-80,-80,"normal","normal","normal","normal","normal","normal"
9300374,80,"boss,auto_aggro",50000,500,100,5,0,0,9300367,1,3000,0,0,0,10.0,0,0,0,0,0,0,380,420,605,450,150,30,-80,-80,"normal","normal","normal","normal","normal","normal"
9300375,90,"boss,auto_aggro",96000,350,100,5,0,3000,9300367,1,3000,0,0,0,10.0,0,0,0,0,0,0,400,700,430,465,160,27,-80,-80,"normal","normal","normal","normal","normal","normal"
9300376,90,"boss,auto_aggro",96000,350,100,5,0,3000,9300367,1,3000,0,0,0,10.0,0,0,0,0,0,0,430,700,430,465,160,27,-80,-80,"normal","normal","normal","normal","normal","normal"
9300377,110,"boss,auto_aggro",200000,500,300,20,0,3000,9300367,1,5000,0,0,0,10.0,0,0,0,0,0,0,480,900,720,850,200,40,-80,-80,"normal","normal","normal","normal","normal","normal"
9300378,45,"",2000,120,0,0,0,0,0,1,250,0,0,0,10.0,0,0,0,0,0,0,140,150,155,160,195,16,0,0,"normal","normal","normal","normal","normal","normal"
9300379,1,"",60000,0,0,0,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,12,0,0,0,20,0,-20,-20,"normal","normal","normal","normal","normal","normal"
9300380,1,"",67000,0,0,0,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,12,0,0,0,20,0,-10,-10,"normal","normal","strong","normal","normal","normal"
9300381,1,"undead",80000,0,0,0,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,12,0,0,0,20,0,-20,-20,"normal","normal","normal","normal","weak","normal"
9300382,63,"",75000,140,0,0,0,0,0,1,1200,0,0,0,10.0,0,0,0,0,0,0,220,205,250,250,170,22,0,0,"normal","normal","normal","normal","normal","normal"
9300383,1,"",8,0,0,0,0,1,100130,1,1,0,0,0,10.0,0,0,0,0,0,0,12,0,0,0,20,0,-50,-50,"normal","normal","normal","normal","normal","normal"
9302000,1,"",30,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,5,0,20,40,2,3,3,"normal","normal","normal","normal","normal","normal"
9302001,1,"",80,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,10,0,30,55,4,3,3,"normal","normal","normal","normal","normal","normal"
9302002,1,"",150,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,30,0,40,65,8,3,3,"normal","normal","normal","normal","normal","normal"
9302003,1,"",250,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,40,0,70,75,10,3,3,"normal","normal","normal","normal","normal","normal"
9302004,1,"",370,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,50,0,70,110,12,3,3,"normal","normal","normal","normal","normal","normal"
9302005,1,"",560,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,70,0,120,150,14,3,3,"normal","normal","normal","normal","normal","normal"
9302006,1,"",860,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,130,0,160,120,18,3,3,"normal","normal","normal","normal","normal","normal"
9302007,1,"",1350,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,220,0,300,140,20,3,3,"normal","normal","normal","normal","normal","normal"
9302008,1,"",2200,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,640,0,570,150,21,3,3,"normal","normal","normal","normal","normal","normal"
9302009,1,"",3500,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,750,0,690,160,22,3,3,"normal","normal","normal","normal","normal","normal"
9302010,1,"",5000,0,0,0,0,0,9500167,1,50000,0,0,0,10.0,0,0,0,0,0,0,0,980,0,1450,170,23,3,3,"normal","normal","normal","normal","normal","normal"
9302011,32,"",1050,0,10,0,0,65,0,1,0,0,0,0,10.0,0,0,0,0,0,0,105,50,0,70,80,14,-10,-10,"normal","normal","normal","normal","normal","normal"
9303000,10,"auto_aggro",1000,30,10,1,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,0,20,0,12,2,-40,-40,"normal","normal","normal","normal","normal","normal"
9303001,10,"auto_aggro",1000,30,10,1,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,0,20,0,12,2,-60,-60,"normal","normal","normal","normal","normal","normal"
9303002,10,"",1000,30,0,0,0,0,0,0,1,0,0,0,10.0,0,0,0,0,0,0,20,0,20,0,12,2,-20,-20,"normal","normal","normal","normal","normal","normal"
9303003,10,"auto_aggro",1000,30,10,1,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,0,20,0,12,2,-60,-60,"normal","normal","normal","normal","normal","normal"
9303004,10,"",1000,30,10,1,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,20,0,20,0,12,2,0,0,"normal","normal","normal","normal","normal","normal"
